CA,CEN,MID_AT,NE,NW,N_CEN,SE,SW,TX
34238,53915,85668,37323,28316,68871,101523,28597,41851
34122,57044,87131,37175,28635,71527,106615,29137,43176
35049,58381,86418,36559,30050,71075,107771,31036,44869
37979,57559,84765,35336,30696,69756,105914,31720,44133
37750,56518,81321,33196,30099,67427,101853,31082,42877
36708,54059,76265,30406,29183,63740,96197,30306,40954
35436,50761,71017,27667,27951,59323,89481,29037,38102
33431,47677,67051,25746,26228,55735,83709,27139,35134
31024,45676,64811,24636,24110,53654,80463,25262,32982
28865,44703,63783,24142,22390,52505,78783,24085,31795
26706,44547,63575,24080,21326,52106,78362,23355,31248
25466,44644,65702,24654,20756,52859,79442,23036,31220
24988,45976,70050,26829,20550,55350,84213,23016,31995
24875,49480,77913,30560,20712,60758,93176,23552,34357
25423,53777,82098,32526,21692,66007,99260,24938,37922
27083,55376,82389,33158,24082,67308,100675,27159,39354
29619,55183,81543,33331,26911,67281,100442,27892,39988
31448,54431,80835,33353,28298,67104,99617,27965,40643
32761,54028,79428,33178,28261,66645,98072,27839,41545
33646,53811,78485,32931,28249,65940,96842,27990,42351
34408,53787,78125,32842,28313,65651,96009,28293,43069
34654,53776,77510,32666,28062,65159,95214,28282,44020
34718,53565,77412,32913,27863,64775,94865,28472,44546
34916,53320,79461,34930,27582,65128,95097,28566,44844
34875,53697,84736,37065,27358,68025,98960,28687,44595
34668,55986,85872,36841,27593,70396,103733,29121,45000
35562,57254,85245,36206,29103,70137,104708,30854,46072
38217,56579,83725,34962,30257,68930,103052,31467,44896
37805,55344,80726,33035,29831,66773,99859,30860,43523
36779,53311,75850,30290,29248,63351,94911,30088,41516
35506,50462,70711,27520,28141,59250,88411,28793,38742
33596,47618,67130,25470,26445,56052,83601,27001,35680
30933,45561,65074,24273,24416,53891,80120,25134,33233
28444,44553,64260,23766,22691,52562,78637,23937,31917
26692,44331,64334,23581,21602,52289,78652,23266,31230
25579,44570,66213,24063,21037,52898,80079,22883,31116
25122,45880,70726,26026,20928,55358,84578,22854,31824
25028,48807,78070,29437,21216,60052,92290,23343,33665
25604,52665,82519,31658,22252,64927,98481,24563,36733
27224,54776,83165,32710,24555,66891,101259,26525,38252
29592,55128,82004,33151,27224,67284,101518,27317,39697
31285,54718,80722,33267,28669,66974,100477,27609,40911
32745,54544,79277,33088,28768,66618,99373,27938,42019
33621,54427,77879,32699,28872,65785,97953,28263,43056
34175,53930,76856,32512,28963,65008,96960,28448,43634
34332,53894,75823,32169,28755,64294,95926,28382,44297
34246,53639,75036,32073,28505,63396,94854,28503,44615
34207,53294,76370,33861,28347,63310,94628,28637,44570
34215,53325,81908,36382,28346,66094,97832,28854,44167
34088,55953,83676,36200,28685,69211,102575,29359,44836
34407,56363,82421,35085,29762,68310,102720,30462,45328
36846,55076,80886,33592,30589,66556,100900,30725,43832
36501,53888,78416,31876,30105,64528,98249,30125,42526
35511,52166,74396,29498,29456,61215,94072,29472,40877
34378,49655,69500,26964,28587,57013,88604,28463,38410
32899,46518,65596,25005,27203,53413,83387,27030,35777
30716,44372,63352,23789,25441,50917,80813,25443,33751
28412,42842,62182,23050,23724,49417,78388,24124,32228
27035,42080,61932,22738,22531,48700,78265,23244,31332
26023,41995,62619,22874,21940,48658,79390,22675,30970
25249,42430,64625,23681,21741,49445,82289,22527,30996
24830,43609,67230,24970,21957,51074,86498,22743,31826
24701,45426,69467,26461,22575,52993,91250,23293,32945
25207,47378,71228,28376,23891,54655,95893,24150,34103
25999,49480,71857,29622,25391,56420,98346,24794,36355
26463,51066,71857,30294,26829,57752,98778,25695,38531
27748,51373,71059,30483,28164,58090,97478,26682,40147
28950,50704,68844,29826,29083,57003,94017,27369,40929
29624,48526,65889,28636,29305,54648,89520,27673,40610
30045,46765,63388,27444,28911,52550,85532,27459,40000
30137,45566,61885,26805,28002,51276,82444,27017,39466
30039,45040,61980,27643,26949,51162,80400,26604,38727
29864,45404,65851,29063,26202,53805,81728,26388,38230
29716,47587,66945,29146,25842,55902,84916,26446,38680
29621,48152,66756,28712,26180,55649,85572,27040,39102
31034,47548,66659,28209,26147,55096,85142,27097,38030
30577,46987,66179,27579,25838,54450,84773,26712,37243
29940,46208,64746,26450,25547,53150,83481,26378,36353
29435,44510,62481,24960,25215,51219,81153,25896,34984
28846,42779,60555,23589,24514,49485,79045,25181,33249
27649,41308,59388,22724,23329,48165,77933,24136,31682
26233,40708,59053,22313,22277,47606,77715,23412,30768
24867,40583,59413,22200,21621,47467,78531,22921,30279
24353,40844,60696,22575,21265,48151,80418,22689,30233
24222,41837,63528,23690,21169,49771,83798,22748,30516
24096,43982,67204,25359,21462,52603,88619,23087,31586
24357,46139,69897,26690,22262,55422,92726,23859,32960
25452,47526,71015,28179,23607,57152,94306,24906,33751
26403,49211,71256,29105,24868,58846,93674,25274,35222
26957,50303,70879,29436,25817,60037,91883,25556,36825
28100,50752,70281,29525,26590,60477,89964,26038,38076
28955,50694,69601,29388,27152,60396,87992,26228,38791
29528,50263,68987,29149,27324,60060,86433,26340,38946
29819,49645,68612,28972,27226,59781,85180,26259,38715
29976,49277,69334,29289,27018,59916,84606,26213,38481
30280,49493,72255,31535,26884,61318,85040,26401,38338
30593,50826,77594,33677,26966,65061,89365,26802,38457
30955,54762,78526,33447,27558,67865,94386,27719,40386
31593,55849,77205,32301,28452,66892,94733,29323,41481
34288,55135,75686,30948,28598,65542,93431,29596,40421
33999,54563,73526,29478,27966,63994,91370,29059,39653
33138,53491,70413,27614,27154,61840,88155,28484,38595
32155,51821,66730,25544,26291,58980,84197,27669,37068
31032,49786,63495,23880,25063,56237,80279,26451,35170
29248,48279,61680,22739,23613,54359,77855,25094,33596
27144,47502,60919,22145,22211,53353,76758,23953,32670
25451,47388,60856,21882,21229,53022,76864,23201,32253
24770,47641,61798,22047,20642,53208,78414,22734,32214
24353,48567,63767,22783,20333,54185,81476,22540,32696
24385,50248,66812,24061,20368,56201,85867,22764,33886
24588,52619,70258,25564,20789,58767,90642,23181,35657
25208,54558,73426,27627,21787,60688,94820,24005,37121
26174,55641,76011,29107,23009,62717,97177,24453,38662
26868,55952,77557,29818,24388,63911,97579,25275,39458
28203,55216,77700,30087,25624,63914,96160,26071,39429
29310,53745,77030,30141,26369,63331,94030,26650,38864
29440,51960,75913,29961,26446,62487,91614,26889,38045
29627,50543,75249,29908,26164,61626,89840,26821,37219
29823,49795,75503,30259,25748,61255,88843,26714,36682
29966,49807,78218,32434,25472,62409,89671,26815,36640
30181,51252,84003,34652,25496,66623,95484,27137,36929
30474,55304,85473,34685,26121,69147,101865,27863,39051
31183,56887,84582,33775,27523,68452,104282,29270,41076
33893,56820,83413,32664,28193,67209,104740,29618,40926
33851,56500,81312,31369,27776,65721,103935,29031,40618
33103,55424,77925,29536,27261,63458,101746,28352,39841
32170,53536,74201,27505,26523,60412,98510,27506,38471
30962,51388,70762,25754,25514,57639,95554,26355,36468
29075,49770,68419,24538,24059,55509,93768,24882,34936
27022,49000,67498,23877,22791,54278,93510,23729,34137
25320,48661,67060,23626,21834,53720,94182,22992,33878
24433,48745,67552,23747,21382,53619,96042,22589,33722
23973,49116,68846,24303,21205,54242,99101,22441,33838
23822,50660,71119,25261,21398,55677,103640,22607,34782
23941,52495,73545,26386,21853,57415,108136,22898,35941
24584,54062,75610,28281,22961,58881,111287,23660,36963
25100,54761,76783,29772,24341,60326,110149,24066,37870
25667,53634,76833,30663,25716,60694,105427,24800,37899
26652,52258,76173,31146,26925,60777,100043,25389,37572
27766,50695,75410,31374,27547,60718,96065,25877,37221
28522,49880,74107,31344,27558,60195,93233,26184,37234
28777,49185,72929,31359,27311,59582,91010,26329,37236
28912,48752,72782,31814,26859,59524,89759,26366,37277
29050,48849,76018,34295,26647,61174,90950,26612,37630
29283,50544,83704,36641,26527,65922,97413,27007,38193
29833,54933,86348,36689,27276,69570,105120,27935,40595
31103,56225,86038,35641,29167,69102,108064,29882,42651
34563,56177,84858,34263,30486,67980,107715,30499,42277
34894,55050,81845,32063,30323,65888,105215,30008,41146
34315,53416,77666,29607,29974,63067,101185,29298,39523
33243,50356,73201,27217,29035,59588,96254,28028,36834
31301,47690,70127,25518,27407,56959,92372,26316,34113
28814,46168,68654,24650,25495,55735,90886,24786,32250
26644,45498,67987,24103,23830,55123,90654,23594,31144
25407,45587,68368,24008,22991,55228,91690,23043,30808
24593,45997,70151,24672,22680,56360,94554,22865,30861
24323,47288,75110,26764,22754,59299,101011,22940,31551
24224,50777,82830,30572,23307,65018,111965,23530,33958
25058,56026,87337,32824,24750,70511,118884,25042,38172
27006,57676,87063,33374,27446,72227,118114,27441,39524
30385,57340,85242,33672,30762,71936,112993,28644,39925
32332,57575,83780,33924,32394,71819,108648,28891,41058
33180,57866,82358,33907,31992,71388,104833,28972,42597
33708,57850,81035,33792,31261,71010,102060,29156,43692
33913,57771,80009,33754,30575,70352,100330,29219,44548
34076,57571,79202,33601,29717,69926,98905,29090,45382
34124,57154,79271,33888,29015,69774,98135,29003,45524
34228,57345,82195,36161,28557,70706,98750,29062,45342
34088,58888,89179,38686,28370,74823,103748,29189,45282
34095,62463,90973,38608,28873,77397,110033,29922,46781
35311,63888,90630,38042,31288,76985,111471,32110,48409
38502,63441,89132,36813,33043,75757,109502,33003,47579
38516,62415,85641,34556,32946,73587,105171,32471,46282
37634,59943,80175,31529,32329,69989,99192,31788,44057
36393,56304,74642,28633,31289,65495,91993,30344,40653
34226,52935,70297,26639,29388,61895,86325,28306,37067
31217,51085,67902,25340,26875,59906,83117,26243,34658
28468,50277,66795,24651,25012,58736,80837,24869,33344
26680,50026,66602,24561,24123,58340,80435,24228,32733
25594,50537,68257,25113,23680,59125,81461,24022,32729
25185,51973,73064,27098,23568,61801,86051,24008,33611
25105,55675,81246,31016,23964,67488,95796,24561,36463
25812,61085,86362,33256,25235,72960,101769,25948,41292
27734,62720,87016,34114,27912,73999,103272,28343,43231
31025,61466,87122,34632,31142,73445,103366,29054,43144
32973,60658,87777,35118,32421,73085,103874,28869,43541
33688,59675,87652,35326,32008,72677,104559,28706,43677
34139,58879,87476,35389,31317,71983,104999,28786,43384
34543,57483,87114,35452,30743,71399,104828,28769,42976
34610,56760,86438,35358,29894,70875,104510,28666,42542
34672,55958,86452,35784,29335,70299,104754,28608,41933
34804,55857,88963,37829,28969,71048,105794,28653,41675
34690,57658,94569,39525,28844,74996,110734,28801,42316
34490,62348,95642,39238,29445,78224,115775,29433,44968
35655,64752,94843,38444,31653,78157,116117,31882,47625
38868,64646,93001,37020,32946,76977,114312,32716,47723
38855,64153,89244,34639,32643,74663,109403,32246,47191
38009,61731,83744,31580,32026,70800,102633,31528,45445
36734,58638,77767,28675,30867,66306,95290,30111,42399
34544,55415,73707,26573,28815,62692,89397,28145,39409
31466,53548,71343,25302,26394,60496,85785,26070,37416
28747,52990,70364,24764,24613,59216,84411,24787,36709
27164,52857,70363,24636,23561,58855,84408,24076,36572
26095,53451,72044,25273,23098,59706,86155,23699,36989
26010,55026,76982,27351,23022,62337,91406,23747,38361
25840,58987,85566,31270,23424,67776,101979,24274,41842
26355,64500,90076,33583,24752,73291,108995,25752,47035
28054,65408,89514,34177,27421,74029,109913,28208,48040
31106,63395,88307,34497,30495,73095,108901,29105,46421
33166,61076,86550,34612,31750,72029,107528,28928,44887
34157,59238,84956,34494,31280,71154,105590,28774,43949
34911,57524,83554,34328,30922,70227,103456,28757,42934
35403,56017,82876,34310,30599,69455,101998,28752,42076
35486,55054,82005,34195,30015,68686,100584,28660,41581
35345,54091,82127,34640,29861,68120,100121,28644,41228
35476,54232,85406,36971,29876,68917,101302,28972,41321
35336,55932,92981,39421,30073,73593,107668,29284,42000
35457,60849,95504,39414,30753,77305,115355,30136,44130
36231,62822,95081,38322,31944,76902,117544,31775,46287
38744,62803,93674,36705,32485,75838,116618,32282,45875
38679,62257,90816,34525,32045,73889,114479,31762,45435
37778,60197,85568,31597,31119,70228,109395,30970,43863
36556,56909,80173,28737,29988,65649,103224,29716,40752
34430,53848,76410,26801,28063,62127,98702,27822,37803
31488,51935,74538,25744,25744,60189,96257,25747,36079
28790,51405,73905,25200,23901,59102,95897,24435,35385
27349,51237,74264,25121,22828,58764,96817,23802,35185
26326,51523,76257,25799,22288,59451,99295,23497,35514
25717,53110,81225,27798,22081,62118,105088,23447,36874
25638,56873,89630,31740,22369,67428,115996,23956,40055
26451,62560,93862,33853,23435,73080,122540,25352,44938
28007,63787,92768,34273,25953,73906,122283,27874,46149
30873,61441,90051,34364,28824,72902,117247,28744,44660
32685,59528,87627,34373,30033,71719,111814,28479,43589
33316,57841,84643,34191,29724,70527,107614,28465,43079
34158,56158,83282,33832,29462,69671,104255,28554,42396
34721,54875,81958,33730,29173,68567,101784,28539,42007
34850,54073,80767,33520,28780,67867,100059,28438,41687
34947,53657,80753,33888,28508,67338,99168,28459,41402
35165,53371,83849,36227,28410,68358,100079,28642,41439
35248,54718,91616,38830,28535,72844,105918,28992,42002
35526,58898,93936,38981,29267,76019,113140,29841,44399
36608,60534,93426,37943,30511,75317,115552,31613,46086
38776,60038,91918,36311,31061,74121,114684,32107,45536
38619,59242,88816,34109,30634,72083,111954,31558,44772
37881,57028,83505,31208,29938,68102,106566,30832,42966
36593,53695,77891,28346,28854,63526,99998,29492,39480
34439,50612,74054,26374,27107,60032,95126,27549,36356
31602,48683,72081,25287,24971,58012,92376,25579,34068
28729,47776,71193,24739,23153,56779,91674,24207,33112
27103,47511,71479,24701,22030,56376,91300,23472,32626
26161,47810,73324,25239,21410,57046,93116,23081,32384
26019,49108,78271,27286,21174,59508,98393,22977,33059
25980,52503,86487,31254,21348,64759,108428,23656,35691
26584,57976,90703,33514,22426,69982,114687,25039,40112
27713,59131,89878,34331,24766,71360,114269,27466,41334
30731,57862,87530,34742,27592,70691,110154,28328,41255
33019,56733,85377,34847,29017,69906,106410,28307,41498
34140,55522,83246,34791,28772,69349,102890,28314,42122
35175,54590,81395,34592,28412,68528,100197,28365,42371
36013,53804,80331,34631,28084,67816,98135,28275,42654
36294,53203,79213,34544,27621,67109,96395,28263,43028
36125,52978,78698,34949,27293,66403,95332,28275,43365
35834,52938,81194,37122,27264,67126,95632,28463,43380
35485,53824,87296,38853,27417,70814,100625,28705,43425
35468,57053,88484,38511,28040,72883,105857,29454,44754
36176,57481,87068,37275,29183,71686,105982,31038,45784
38117,56291,85295,35818,29450,69887,104294,31089,44498
37644,55234,82951,34113,28881,68191,101757,30380,43456
36589,53449,78797,31691,28073,65175,97484,29780,41987
35362,51030,73758,29078,27173,61139,92031,28715,39385
33664,48184,69730,27032,25746,57575,87385,27171,36801
31350,46011,67390,25767,24102,55160,84139,25578,34559
28633,44750,66225,25048,22386,53886,82378,24214,33128
26536,44150,65961,24736,21315,53251,82119,23334,32213
25359,43860,66702,24852,20622,53202,82638,22830,31770
24715,44079,68751,25636,20298,54097,84801,22616,31771
24369,45281,71892,27209,20409,56235,88668,22776,32529
24639,47104,75250,29002,20950,58927,93073,23319,34042
25288,48639,77639,31126,22145,61006,97004,24429,35337
26313,50233,78261,32555,23535,62556,98457,24967,37349
27256,51222,77431,33184,25054,63140,97523,25587,39388
29001,51412,75878,33245,26196,62810,95975,26223,41148
30518,51406,74113,33121,26794,61880,94185,26702,42267
31322,51066,72352,32888,26765,60914,92343,26691,43061
31559,50753,71167,32733,26482,60014,91117,26517,43624
31476,50664,71034,33131,26080,59743,90682,26541,44127
31371,50929,73781,35252,26056,61008,90735,26736,44407
31428,51876,80239,36807,26284,65201,94722,27032,44365
31750,55097,81564,36532,27114,67279,99680,28036,45457
32791,55427,80557,35319,28394,66220,99396,29788,46410
35182,54310,79359,33917,28735,64730,97780,30050,45194
35070,53145,77190,32404,28088,62981,95294,29407,44131
34398,51511,73772,30276,27470,60369,91477,28820,42765
33533,48882,69296,27916,26665,56793,86444,27909,40160
32313,46114,65483,26001,25555,53430,81445,26632,37530
30252,43687,63127,24655,24076,51216,78116,25262,35100
28310,42396,61704,23852,22536,49548,76019,23966,33473
26757,41715,60923,23428,21486,48696,75036,23180,32354
25484,41480,61122,23396,20966,48598,75196,22673,31745
24761,41494,62489,23863,20681,49109,76586,22441,31473
24456,42399,64722,24930,20661,50485,79195,22599,31806
24570,44090,67460,26245,21029,52776,82941,23019,32752
25107,45494,70221,28145,21888,54819,87745,23868,33558
25977,47643,71901,29590,23150,56560,91381,24381,35644
26848,48565,72004,30375,24624,57598,91959,25184,37915
28416,49072,71581,30741,25832,58136,91336,25813,39886
29417,49638,70855,30903,26563,58520,90998,26211,41574
30317,50357,70134,30815,26835,58543,90936,26384,43123
30579,50626,69463,30701,26824,58130,90747,26468,44201
30645,50423,70205,31211,26806,58060,90634,26448,44971
30653,50838,73771,33894,26832,59445,91446,26699,45419
30769,52145,79986,36020,27191,64431,96254,27171,45397
31098,56257,81287,35962,27913,67760,101964,28320,46768
32348,57437,80401,34888,29419,67118,102566,30546,48631
35552,56434,78600,33296,30229,65686,100319,31247,47694
35833,54864,75141,31156,29818,63349,96367,30703,46080
35261,52578,70202,28488,29205,59964,90420,29942,44040
34219,49181,65146,25880,28188,55831,83723,28504,40759
32354,45781,61216,24056,26544,52787,77584,26548,37194
29720,43482,59052,23039,24427,51008,74067,24748,34557
27226,42213,58056,22424,22568,49913,72332,23428,32936
26144,41812,57927,22359,21554,49495,72046,22796,32166
25315,41906,59338,22969,21020,50208,73290,22471,31934
24897,42923,64084,25072,20921,52757,78202,22528,32619
24878,45755,72329,29056,21287,58338,87986,22995,34966
25494,51078,77377,31302,22505,64156,94926,24521,39313
27099,52795,77740,31860,25205,66245,96848,27004,40804
30309,52913,77649,32264,28290,66518,97255,28010,41106
32453,53726,77771,32508,29763,66898,97523,27986,42419
33328,54372,77659,32469,29453,67274,97854,28114,44104
34047,54981,77413,32385,29154,67360,98554,28313,45341
34324,55173,77225,32361,28813,67258,98933,28349,46409
34413,55868,76460,32167,28412,66924,98757,28296,47532
34363,55568,76126,32363,28173,66437,98279,28242,48128
34437,55546,78193,34586,28001,66880,98256,28372,48342
34351,56283,84438,37330,27940,70366,101984,28533,48216
34223,59493,85820,37210,28565,73193,107590,29277,49023
35849,60836,84994,36613,30566,72722,108452,31796,50895
39152,59916,82987,35407,31705,71337,106041,32885,49999
39107,58297,78948,33220,31200,68616,101104,32329,48526
38315,55893,73126,30214,30476,64507,94425,31620,46171
36877,51896,66765,27220,29304,59462,86324,30056,42171
34730,47908,62461,25040,27416,55265,79653,27992,38172
31668,45422,59684,23783,25123,52811,75339,25910,35254
28782,44071,58289,23171,23182,51354,73277,24432,33640
26856,43488,58146,23030,22122,50836,72550,23657,32806
25552,43175,59566,23590,21613,51254,73532,23380,32435
25372,44087,63958,25625,21403,53711,77917,23283,32926
25283,47221,72240,29472,21605,59209,87740,23832,35269
25606,52261,77201,31860,22548,64953,94315,25334,39609
27294,54209,77553,32578,24971,66867,96036,27805,40971
30505,54198,77292,33029,27802,66744,96482,28610,41173
32457,54468,77224,33358,29139,66700,97026,28518,42294
33285,54901,77022,33369,28737,66647,97469,28488,43767
33987,54902,76828,33299,28461,66550,97797,28495,44675
34657,54732,76965,33269,28274,66410,97901,28454,45148
34857,54683,76633,33125,28038,66167,97954,28391,45297
34895,54128,76589,33407,27962,65711,97482,28329,45161
34884,54036,78844,35658,27880,66251,97812,28320,45148
34650,55038,84744,37666,27985,70383,102689,28587,45078
34554,58415,85804,37353,28640,73640,107414,29450,46159
36080,59987,85170,36537,30481,73555,107900,31911,47824
39230,59410,83442,35149,31493,72557,105489,32796,47095
39017,58700,79821,32875,31033,70517,100922,32288,46037
38205,56367,73929,29743,30366,66538,93729,31509,43757
36863,53200,67757,26797,29175,61880,85766,29941,40142
34602,49848,63187,24574,27315,58092,79231,27714,36559
31592,47747,60525,23205,24862,55882,75090,25633,34100
28770,46843,59354,22519,23062,54757,72768,24224,32975
27059,46710,59062,22335,22007,54394,72039,23461,32435
26261,46943,60656,22833,21450,55079,73108,22982,32317
25951,48209,65211,24849,21330,57838,77416,22990,33291
25839,51324,73683,28780,21653,63648,86804,23566,35915
25967,56708,79221,31198,22732,69615,93443,24981,40798
27913,58449,79864,31977,25377,70923,95590,27335,42335
30936,57378,79723,32399,28599,70190,96023,28319,41871
32924,56388,79603,32671,30050,69687,96775,28140,41823
33789,55688,79165,32754,29618,69150,97325,28022,42087
34424,54956,78438,32743,29009,68429,97682,27997,41971
34946,54201,78139,32867,28607,67982,97799,28283,41777
35070,54017,77741,32843,28013,67531,97584,27947,42022
35067,53693,77751,33363,27746,67031,97197,28099,42112
35275,53688,81042,36128,27609,68105,98030,28251,42189
35323,55417,88888,38721,27877,73368,102924,28579,42651
35350,59781,91266,38894,28818,76901,108698,29509,44842
36282,61156,90905,37979,30624,76497,109033,31453,46616
39002,60383,89379,36459,31594,75115,106712,31930,45724
38805,59348,86543,34363,31341,72961,102622,31392,44929
37885,57166,81166,31386,30786,69100,96192,30634,43095
36592,53464,75397,28420,29786,64211,88692,29252,39789
34236,49940,71156,26423,27970,60317,82407,27190,36423
31576,48030,69185,25398,25663,58169,78568,25284,34398
28719,46833,68593,24828,23831,57055,76979,23984,33348
26924,46441,68948,24764,22788,56643,76232,23306,32913
26028,46624,71072,25492,22251,57234,77221,22963,32877
25474,47688,76533,27735,22133,60004,81831,22953,33608
25240,50662,85415,31794,22507,65551,91574,23542,36036
25507,55554,90493,34013,23732,71225,98442,25002,40450
27194,56905,89858,34513,26465,72576,100000,27544,41729
30080,56217,87895,34664,29745,72084,100171,28520,41256
31834,55826,86476,34616,31108,71524,100973,28290,41432
32682,55484,84723,34350,30707,70764,101544,28135,41942
33428,54825,82844,33990,30471,69901,101578,28168,41925
33808,54266,81974,33825,30204,69172,101694,28067,41814
33757,54093,81212,33632,29825,68626,101495,27981,42165
33836,53845,81435,34077,29868,68399,101415,28037,42527
34102,53953,85131,36906,29521,69574,102286,28147,42716
34138,55411,92791,39694,29665,74142,107053,28428,43032
34341,58849,94621,39844,30401,76617,112203,29388,44793
35272,59855,93697,38874,31951,75774,112119,31501,46555
38136,59291,92003,37364,32541,74213,109632,32179,45764
38084,58428,88788,35223,32208,72030,105273,31682,44846
37314,56216,82732,32177,31456,67955,98584,31054,42999
36689,52463,76273,29175,30402,62926,90235,29615,39502
34643,48772,72096,27099,28602,59235,83573,27712,36107
31604,46562,69251,25931,26241,56807,79461,25948,33780
28922,45637,68025,25287,24253,55456,77075,24643,32703
26965,45305,67664,25118,23228,54898,76213,23835,32133
25791,45254,68826,25650,22667,55297,76796,23483,32061
25449,46165,72831,27662,22570,57540,81048,23491,32719
25669,49173,80498,31463,22844,62735,90107,24039,35218
26386,53936,85226,33804,23941,68197,96682,25541,39586
27885,55968,85629,34482,26386,70080,98958,28048,41040
30773,55563,85623,34767,29361,69952,99610,28965,41068
32570,55810,85551,34897,30818,70161,100578,28836,41747
33227,55928,84720,34800,30638,70022,100530,28648,42868
33694,55538,83918,34592,30216,69490,100038,28467,43283
33950,55124,83242,34594,29990,69021,99796,28294,43603
33913,55001,82458,34477,29633,68563,99392,28126,44045
33803,54813,82587,34900,29331,68231,99119,28058,44353
33955,54707,85195,37129,29365,69089,99386,28222,44466
33885,55806,89535,38497,29582,72559,103053,28503,44484
34093,58699,89091,38057,30327,73862,107031,29481,46023
35092,58790,86862,36688,31842,72228,105670,31417,47063
38161,57409,84501,35002,32118,70501,102758,31735,45534
37811,56237,81604,33257,31480,68549,99208,31125,44366
36749,54466,76901,30720,30689,65311,94294,30505,42819
35631,51949,70808,27909,29786,60918,87863,29516,40171
34105,48853,66002,25773,28395,57001,81896,27974,37254
32021,46618,62875,24400,26808,54433,77410,26424,34876
29314,45286,61355,23614,24919,52973,74909,25027,33274
27292,44654,60504,23279,23806,52161,73478,24152,32535
26314,44535,60720,23334,23128,52109,73099,23811,32151
25802,44798,62205,24067,22902,53013,74542,23669,32261
25524,46035,65265,25545,23028,55130,77752,23859,33153
25664,48049,68746,27371,23607,58075,81575,24522,34834
26245,50123,72070,29428,24919,60710,86816,25665,36324
27281,51905,74355,30939,26529,62735,91430,26235,38167
28207,53372,75199,31624,28189,63790,94371,26871,40068
29588,53775,74693,31785,29470,63725,95285,27347,41563
30614,53794,73785,31635,30071,63416,95182,27497,42205
30877,53366,72662,31324,29888,62685,94603,27367,42482
30677,52857,71789,31183,29464,61910,93849,27111,42624
30472,52594,71937,31591,28989,61732,93394,26957,42704
30401,52856,74254,33823,28723,63104,93612,27002,42870
30530,54195,80315,35618,28747,67364,97842,27417,43014
31067,57481,81318,35376,29748,69817,101958,28664,44814
32573,57795,79976,34197,31421,68698,101273,30761,46090
35791,56538,78289,32864,31816,67200,98765,31173,44937
35715,55463,75964,31379,31247,65597,95635,30600,43871
35046,53860,72213,29353,30496,62968,91143,30080,42567
34157,51286,67449,27004,29689,59275,85387,29183,40193
32878,48544,63430,25050,28375,56038,79402,27779,37588
30917,46364,60588,23708,26816,53547,75034,26424,35392
28604,44899,59110,22941,25208,52117,72387,25239,33859
26549,43933,58447,22565,24055,51269,70839,24451,32858
25378,43620,58542,22602,23408,51049,70183,24029,32269
24958,43887,59722,23182,23191,51622,71093,23880,32181
24756,44470,62111,24318,23285,53182,73235,24064,32457
24839,45960,65058,25586,23789,55587,76462,24518,33299
25324,47807,68395,27498,24919,57908,82103,25497,34295
26048,49947,71021,29053,26281,59883,87001,26168,36133
26765,51656,72510,29951,27752,61222,90261,26910,38183
28130,52453,73389,30444,29067,62050,91743,27408,39747
28967,53160,73959,30679,29782,62821,93283,27661,40731
29287,53918,74028,30753,29885,63237,94147,27707,41468
29311,54262,74073,30793,29656,63185,94756,27696,41795
29309,54164,74695,31589,29446,63333,94704,27579,41872
29419,54726,78170,34661,29450,65195,95305,27748,42099
29664,56622,83588,36840,29653,69688,99841,28202,42642
30273,61077,84558,36912,30435,72346,105346,29602,45498
31917,62342,83384,35895,31923,71559,105559,32187,47600
35884,62012,81600,34386,32566,70156,103018,33203,47104
36425,61247,78193,32308,32079,67764,98392,32847,46233
35987,59446,73131,29550,31443,64520,91893,32178,44581
34998,56335,67831,26866,30350,60520,84396,30891,41677
33173,53131,62994,24941,28607,57218,78269,28894,38490
30389,51390,60873,23938,26359,55481,73503,27128,36476
27677,50336,59740,23326,24363,54568,71300,25799,35250
26169,50323,59848,23156,23326,54559,70412,25177,34805
25230,50807,61357,23702,22674,55567,71256,24960,35085
24925,52192,65960,25719,22591,58327,75591,25070,36406
25004,55694,74338,29613,22915,64010,85191,25748,40048
25708,61897,80056,32343,24064,70041,92274,27432,45753
27364,64470,81087,33143,26649,72452,95476,30061,48489
30582,64328,81588,33744,29789,72828,97907,31179,48221
32601,64628,82239,34233,31382,73472,100657,30929,48315
33221,64289,82408,34405,31292,73631,103305,30606,48266
33576,63317,82188,34430,31042,73493,104842,30524,47653
33877,62222,82427,34523,30763,73286,105507,30209,46814
33876,61121,81906,34446,30372,73048,105440,29658,45961
33813,60146,82174,34950,30090,72801,105142,29298,44953
33795,59746,85033,37174,29800,73836,106412,29155,44490
33751,61957,90345,38809,29724,77931,111732,29429,45675
33851,67019,91067,38370,30376,80345,116622,30480,49256
35114,69824,90174,37449,32308,79984,117181,33238,53686
39019,69835,88481,36097,33466,78727,114800,34584,54237
39286,69280,84801,33738,33149,76339,110098,34286,54067
38601,67266,78723,30677,32376,72469,103198,33657,52698
37297,63562,72361,27511,31213,67227,94803,32145,49290
34945,60135,67468,25137,29210,63261,87856,29880,46196
31624,58341,64867,23785,26668,60767,83659,27892,44468
28556,57541,63632,23103,24486,59388,81454,26531,43825
26987,57494,63468,22968,23468,59055,80649,25885,43882
25892,57868,64987,23468,22910,59777,81463,25645,44426
25469,59683,69751,25583,22797,62372,85985,25781,46056
