Counter,id,operational_status,capacity_mw,technology_description,OEO_region
8761,12897,existing,1.2,Conventional Hydroelectric,NE
8762,12898,existing,1.2,Conventional Hydroelectric,NE
8763,12899,existing,3.1,Conventional Hydroelectric,NE
8764,12900,existing,2.4,Conventional Hydroelectric,NE
8765,12901,existing,2.4,Conventional Hydroelectric,NE
8783,12956,existing,24.6,Conventional Hydroelectric,NE
8784,12957,existing,24.6,Conventional Hydroelectric,NE
8785,12958,existing,1,Conventional Hydroelectric,NE
8786,12959,existing,1,Conventional Hydroelectric,NE
8787,12960,existing,2.6,Conventional Hydroelectric,NE
8788,12961,existing,2.6,Conventional Hydroelectric,NE
8789,12962,existing,2.6,Conventional Hydroelectric,NE
8793,12966,existing,1,Conventional Hydroelectric,NE
8794,12967,existing,1,Conventional Hydroelectric,NE
8795,12968,existing,0.3,Conventional Hydroelectric,NE
8796,12969,existing,0.3,Conventional Hydroelectric,NE
8797,12970,existing,0.3,Conventional Hydroelectric,NE
8798,12971,existing,0.3,Conventional Hydroelectric,NE
8814,13004,existing,3.8,Conventional Hydroelectric,NW
8815,13005,existing,3.8,Conventional Hydroelectric,NW
8820,13010,existing,126.5,Conventional Hydroelectric,CA
8821,13011,existing,126.5,Conventional Hydroelectric,CA
8822,13012,existing,0.5,Conventional Hydroelectric,CA
8823,13013,existing,2.7,Conventional Hydroelectric,CA
8824,13014,existing,2.7,Conventional Hydroelectric,CA
8836,13026,existing,3.3,Conventional Hydroelectric,NE
8868,13067,existing,0.4,Conventional Hydroelectric,N_CEN
8869,13068,existing,0.4,Conventional Hydroelectric,N_CEN
8870,13069,existing,0.4,Conventional Hydroelectric,N_CEN
8871,13070,existing,4.7,Conventional Hydroelectric,NW
8872,13071,existing,4.7,Conventional Hydroelectric,NW
8883,13096,existing,1.3,Conventional Hydroelectric,NW
8886,13114,existing,0.5,Conventional Hydroelectric,NE
8887,13115,existing,0.5,Conventional Hydroelectric,NE
8888,13116,existing,0.5,Conventional Hydroelectric,NE
8900,13128,existing,0.6,Conventional Hydroelectric,SE
8901,13129,existing,0.6,Conventional Hydroelectric,SE
8916,13179,existing,0.7,Conventional Hydroelectric,NE
8917,13180,existing,0.7,Conventional Hydroelectric,NE
8932,13207,existing,1.7,Conventional Hydroelectric,NE
8933,13208,existing,1.7,Conventional Hydroelectric,NE
8934,13209,existing,3.6,Conventional Hydroelectric,NW
8938,13213,existing,0.6,Conventional Hydroelectric,NE
8939,13214,existing,1.5,Conventional Hydroelectric,NE
8940,13216,existing,4.3,Conventional Hydroelectric,NW
8941,13217,existing,2.8,Conventional Hydroelectric,NW
8942,13218,existing,1.5,Conventional Hydroelectric,NE
8943,13219,existing,0.8,Conventional Hydroelectric,NE
8944,13220,existing,1,Conventional Hydroelectric,NE
8951,13250,existing,2.5,Conventional Hydroelectric,NE
8952,13251,existing,2.5,Conventional Hydroelectric,NE
8953,13252,existing,2.5,Conventional Hydroelectric,NE
8962,13266,existing,20.1,Conventional Hydroelectric,CA
8964,13268,existing,0.4,Conventional Hydroelectric,N_CEN
8965,13269,existing,0.4,Conventional Hydroelectric,N_CEN
8966,13270,existing,0.4,Conventional Hydroelectric,N_CEN
8968,13272,existing,0.2,Conventional Hydroelectric,N_CEN
8969,13273,existing,0.6,Conventional Hydroelectric,N_CEN
8970,13274,existing,0.6,Conventional Hydroelectric,N_CEN
8971,13275,existing,0.6,Conventional Hydroelectric,N_CEN
8972,13276,existing,1.2,Conventional Hydroelectric,N_CEN
8973,13277,existing,2.8,Conventional Hydroelectric,N_CEN
8986,13300,existing,0.8,Conventional Hydroelectric,SE
8987,13301,existing,0.7,Conventional Hydroelectric,SE
8988,13302,existing,0.6,Conventional Hydroelectric,SE
8994,13321,existing,1.3,Conventional Hydroelectric,CA
8995,13322,existing,4.2,Conventional Hydroelectric,NW
8996,13323,existing,4.2,Conventional Hydroelectric,NW
8998,13328,existing,1.6,Conventional Hydroelectric,NE
8999,13329,existing,1.6,Conventional Hydroelectric,NE
9000,13330,existing,1.5,Conventional Hydroelectric,NE
9001,13331,existing,1.5,Conventional Hydroelectric,NE
9008,13352,existing,2.2,Conventional Hydroelectric,N_CEN
9009,13353,existing,2.2,Conventional Hydroelectric,N_CEN
9010,13354,existing,1.3,Conventional Hydroelectric,CEN
9018,13367,existing,12,Conventional Hydroelectric,NW
9024,13375,existing,2.7,Conventional Hydroelectric,CA
9027,13378,existing,4.3,Conventional Hydroelectric,NW
9028,13381,existing,2.1,Conventional Hydroelectric,NW
9029,13382,existing,18,Conventional Hydroelectric,NW
9030,13383,existing,18,Conventional Hydroelectric,NW
9065,13457,existing,7.7,Conventional Hydroelectric,NE
9066,13458,existing,7.7,Conventional Hydroelectric,NE
9067,13459,existing,2,Conventional Hydroelectric,SW
9068,13460,existing,4.8,Conventional Hydroelectric,NE
9069,13461,existing,4.8,Conventional Hydroelectric,NE
9070,13462,existing,4.8,Conventional Hydroelectric,NE
9071,13463,existing,4.8,Conventional Hydroelectric,NE
9072,13464,existing,3.2,Conventional Hydroelectric,NE
9073,13465,existing,3.2,Conventional Hydroelectric,NE
9074,13466,existing,3.2,Conventional Hydroelectric,NE
9075,13467,existing,5.4,Conventional Hydroelectric,NE
9076,13468,existing,5.4,Conventional Hydroelectric,NE
9077,13469,existing,4,Conventional Hydroelectric,NE
9078,13470,existing,5.1,Conventional Hydroelectric,NE
9079,13471,existing,5.1,Conventional Hydroelectric,NE
9080,13472,existing,5.1,Conventional Hydroelectric,NE
9081,13473,existing,5.5,Conventional Hydroelectric,NE
9082,13474,existing,5.5,Conventional Hydroelectric,NE
9083,13475,existing,13.2,Conventional Hydroelectric,NE
9084,13476,existing,12.2,Conventional Hydroelectric,NE
9085,13477,existing,12.2,Conventional Hydroelectric,NE
9086,13478,existing,1.6,Conventional Hydroelectric,NE
9087,13479,existing,1.6,Conventional Hydroelectric,NE
9088,13480,existing,1.6,Conventional Hydroelectric,NE
9089,13481,existing,1.6,Conventional Hydroelectric,NE
9090,13482,existing,1.6,Conventional Hydroelectric,NE
9091,13483,existing,1.6,Conventional Hydroelectric,NE
9092,13484,existing,3,Conventional Hydroelectric,NE
9093,13485,existing,4.1,Conventional Hydroelectric,NE
9094,13486,existing,4.1,Conventional Hydroelectric,NE
9095,13487,existing,5.3,Conventional Hydroelectric,NE
9096,13488,existing,1.8,Conventional Hydroelectric,NE
9097,13489,existing,1.3,Conventional Hydroelectric,NE
9098,13490,existing,1.3,Conventional Hydroelectric,NE
9101,13493,existing,0.4,Conventional Hydroelectric,NE
9102,13494,existing,0.3,Conventional Hydroelectric,NE
9103,13495,existing,0.4,Conventional Hydroelectric,NE
9104,13496,existing,0.4,Conventional Hydroelectric,NE
9105,13497,existing,1,Conventional Hydroelectric,NE
9124,13520,existing,0.6,Conventional Hydroelectric,N_CEN
9125,13521,existing,0.4,Conventional Hydroelectric,N_CEN
9126,13522,existing,0.6,Conventional Hydroelectric,N_CEN
9127,13523,existing,0.6,Conventional Hydroelectric,N_CEN
9128,13524,existing,1.3,Conventional Hydroelectric,N_CEN
9129,13525,existing,0.8,Conventional Hydroelectric,N_CEN
9130,13526,existing,0.8,Conventional Hydroelectric,N_CEN
9131,13527,existing,0.4,Conventional Hydroelectric,N_CEN
9132,13528,existing,0.4,Conventional Hydroelectric,N_CEN
9133,13529,existing,0.4,Conventional Hydroelectric,N_CEN
9134,13530,existing,0.4,Conventional Hydroelectric,N_CEN
9154,13591,existing,1.1,Conventional Hydroelectric,CA
9155,13592,existing,3.9,Conventional Hydroelectric,CA
9158,13595,existing,9.7,Conventional Hydroelectric,NW
9173,13610,existing,4.1,Conventional Hydroelectric,NW
9188,13631,existing,7.5,Conventional Hydroelectric,MID_AT
9189,13632,existing,7.5,Conventional Hydroelectric,MID_AT
9190,13633,existing,1,Conventional Hydroelectric,NE
9199,13642,existing,0.6,Conventional Hydroelectric,NE
9200,13643,existing,0.6,Conventional Hydroelectric,NE
9208,13651,existing,1,Conventional Hydroelectric,NW
9258,13826,existing,4.1,Conventional Hydroelectric,MID_AT
9259,13827,existing,4.1,Conventional Hydroelectric,MID_AT
9260,13828,existing,4.1,Conventional Hydroelectric,MID_AT
9267,13836,existing,0.7,Conventional Hydroelectric,NE
9268,13837,existing,0.7,Conventional Hydroelectric,NE
9269,13838,existing,0.7,Conventional Hydroelectric,NE
9270,13839,existing,0.7,Conventional Hydroelectric,NE
9271,13840,existing,0.7,Conventional Hydroelectric,NE
9274,13848,existing,3.4,Conventional Hydroelectric,N_CEN
9275,13849,existing,3.4,Conventional Hydroelectric,N_CEN
9280,13854,existing,0.5,Conventional Hydroelectric,SE
9281,13855,existing,0.7,Conventional Hydroelectric,SE
9282,13862,existing,2.3,Conventional Hydroelectric,SW
9283,13863,existing,6.1,Conventional Hydroelectric,MID_AT
9284,13864,existing,6.1,Conventional Hydroelectric,MID_AT
9312,13918,existing,6.5,Conventional Hydroelectric,NE
9313,13919,existing,6.5,Conventional Hydroelectric,NE
9314,13920,existing,7.5,Conventional Hydroelectric,NE
9319,13927,existing,6.7,Conventional Hydroelectric,NE
9321,13936,existing,2.1,Conventional Hydroelectric,NW
9322,13940,existing,2.7,Conventional Hydroelectric,NW
9323,13941,existing,2.7,Conventional Hydroelectric,NW
9329,13958,existing,1.6,Conventional Hydroelectric,NW
9336,13980,existing,4.2,Conventional Hydroelectric,NW
9344,14000,existing,0.8,Conventional Hydroelectric,NW
9345,14001,existing,0.8,Conventional Hydroelectric,NW
9354,14040,existing,0.8,Conventional Hydroelectric,NW
9355,14041,existing,0.5,Conventional Hydroelectric,NW
9356,14042,existing,2,Conventional Hydroelectric,NW
9368,14060,existing,8.9,Conventional Hydroelectric,MID_AT
9369,14061,existing,8.9,Conventional Hydroelectric,MID_AT
9370,14062,existing,6.8,Conventional Hydroelectric,MID_AT
9371,14063,existing,6.8,Conventional Hydroelectric,MID_AT
9372,14064,existing,2.8,Conventional Hydroelectric,NW
9373,14065,existing,2.8,Conventional Hydroelectric,NW
9374,14066,existing,2.8,Conventional Hydroelectric,NW
9375,14067,existing,3.3,Conventional Hydroelectric,NW
9376,14068,existing,3.3,Conventional Hydroelectric,NW
9377,14069,existing,3.3,Conventional Hydroelectric,NW
9378,14070,existing,4.6,Conventional Hydroelectric,MID_AT
9379,14071,existing,4.6,Conventional Hydroelectric,MID_AT
9380,14072,existing,4.6,Conventional Hydroelectric,MID_AT
9381,14073,existing,4.6,Conventional Hydroelectric,MID_AT
9382,14074,existing,1.5,Conventional Hydroelectric,CA
9383,14075,existing,1.5,Conventional Hydroelectric,CA
9384,14076,existing,2.6,Conventional Hydroelectric,NW
9422,14128,existing,1.2,Conventional Hydroelectric,NE
9423,14129,existing,1.2,Conventional Hydroelectric,NE
9427,14133,existing,12,Conventional Hydroelectric,NW
9428,14134,existing,12,Conventional Hydroelectric,NW
9453,14177,existing,3.4,Conventional Hydroelectric,NE
9513,14260,existing,2.2,Conventional Hydroelectric,NE
9514,14261,existing,2.2,Conventional Hydroelectric,NE
9515,14262,existing,0.5,Conventional Hydroelectric,NE
9516,14263,existing,0.3,Conventional Hydroelectric,NE
9517,14264,existing,0.4,Conventional Hydroelectric,NE
9518,14265,existing,12.3,Conventional Hydroelectric,NE
9519,14266,existing,1,Conventional Hydroelectric,CA
9520,14267,existing,2,Conventional Hydroelectric,CA
9535,14290,existing,3.5,Conventional Hydroelectric,NE
9536,14291,existing,3.5,Conventional Hydroelectric,NE
9537,14292,existing,3.5,Conventional Hydroelectric,NE
9543,14311,existing,1,Conventional Hydroelectric,NW
9544,14312,existing,4.1,Conventional Hydroelectric,NE
9545,14313,existing,0.8,Conventional Hydroelectric,NE
9546,14314,existing,0.8,Conventional Hydroelectric,NE
9554,14328,existing,1.3,Conventional Hydroelectric,NE
9555,14329,existing,0.4,Conventional Hydroelectric,NE
9556,14330,existing,0.4,Conventional Hydroelectric,NE
9557,14331,existing,0.4,Conventional Hydroelectric,NE
9558,14332,existing,0.2,Conventional Hydroelectric,NW
9559,14333,existing,0.2,Conventional Hydroelectric,NW
9560,14334,existing,0.2,Conventional Hydroelectric,NW
9561,14335,existing,0.2,Conventional Hydroelectric,NW
9562,14336,existing,0.2,Conventional Hydroelectric,NW
9563,14337,existing,0.2,Conventional Hydroelectric,NW
9564,14338,existing,0.2,Conventional Hydroelectric,NW
9565,14339,existing,1,Conventional Hydroelectric,NE
9567,14344,existing,1,Conventional Hydroelectric,NE
9579,14360,existing,1.5,Conventional Hydroelectric,NE
9580,14361,existing,1.5,Conventional Hydroelectric,NE
9590,14380,existing,0.6,Conventional Hydroelectric,N_CEN
9591,14381,existing,0.6,Conventional Hydroelectric,N_CEN
9592,14382,existing,0.5,Conventional Hydroelectric,N_CEN
9593,14383,existing,0.6,Conventional Hydroelectric,N_CEN
9594,14384,existing,0.6,Conventional Hydroelectric,N_CEN
9699,14508,existing,3.6,Conventional Hydroelectric,CA
9700,14509,existing,7.4,Conventional Hydroelectric,NE
9701,14510,existing,7.4,Conventional Hydroelectric,NE
9705,14520,existing,0.3,Conventional Hydroelectric,NE
9706,14521,existing,0.3,Conventional Hydroelectric,NE
9707,14522,existing,0.5,Conventional Hydroelectric,NE
9714,14533,existing,2.5,Conventional Hydroelectric,NE
9715,14534,existing,2.5,Conventional Hydroelectric,NE
9716,14535,existing,1.8,Conventional Hydroelectric,NE
9717,14536,existing,3.6,Conventional Hydroelectric,NE
9718,14537,existing,14.5,Conventional Hydroelectric,NE
9719,14538,existing,14.5,Conventional Hydroelectric,NE
9728,14553,existing,1.5,Conventional Hydroelectric,CA
9755,14628,existing,0.5,Conventional Hydroelectric,SE
9756,14629,existing,0.5,Conventional Hydroelectric,SE
9757,14630,existing,0.6,Conventional Hydroelectric,SE
9778,14653,existing,0.4,Conventional Hydroelectric,NE
9779,14654,existing,0.4,Conventional Hydroelectric,NE
9780,14655,existing,0.4,Conventional Hydroelectric,NE
9781,14656,existing,0.5,Conventional Hydroelectric,NE
9782,14657,existing,0.5,Conventional Hydroelectric,NE
9783,14658,existing,0.2,Conventional Hydroelectric,NE
9784,14659,existing,0.2,Conventional Hydroelectric,NE
9785,14660,existing,0.2,Conventional Hydroelectric,NE
9786,14661,existing,0.2,Conventional Hydroelectric,NE
9787,14662,existing,0.6,Conventional Hydroelectric,NE
9791,14666,existing,0.6,Conventional Hydroelectric,NE
9792,14667,existing,0.8,Conventional Hydroelectric,NE
9793,14668,existing,0.8,Conventional Hydroelectric,NE
9794,14669,existing,0.8,Conventional Hydroelectric,NE
9795,14670,existing,0.6,Conventional Hydroelectric,NE
9796,14671,existing,0.6,Conventional Hydroelectric,NE
9797,14672,existing,0.6,Conventional Hydroelectric,NE
9798,14673,existing,1.7,Conventional Hydroelectric,N_CEN
9799,14674,existing,0.3,Conventional Hydroelectric,N_CEN
9800,14675,existing,1.6,Conventional Hydroelectric,N_CEN
9801,14676,existing,1.6,Conventional Hydroelectric,N_CEN
9802,14677,existing,2.5,Conventional Hydroelectric,SW
9803,14678,existing,1.4,Conventional Hydroelectric,N_CEN
9814,14690,existing,1.7,Conventional Hydroelectric,NW
9815,14691,existing,0.8,Conventional Hydroelectric,NW
9816,14692,existing,0.8,Conventional Hydroelectric,NW
9817,14693,existing,0.3,Conventional Hydroelectric,NE
9818,14694,existing,0.3,Conventional Hydroelectric,NE
9819,14695,existing,0.3,Conventional Hydroelectric,NE
9820,14696,existing,0.3,Conventional Hydroelectric,NE
9821,14697,existing,0.3,Conventional Hydroelectric,NE
9822,14698,existing,3.4,Conventional Hydroelectric,NE
9830,14709,existing,0.5,Conventional Hydroelectric,N_CEN
9831,14710,existing,0.5,Conventional Hydroelectric,N_CEN
9832,14711,existing,0.4,Conventional Hydroelectric,N_CEN
9833,14712,existing,0.4,Conventional Hydroelectric,N_CEN
9834,14713,existing,0.4,Conventional Hydroelectric,N_CEN
9835,14714,existing,0.4,Conventional Hydroelectric,N_CEN
9836,14715,existing,0.4,Conventional Hydroelectric,N_CEN
9837,14716,existing,0.2,Conventional Hydroelectric,N_CEN
9838,14717,existing,0.3,Conventional Hydroelectric,N_CEN
9839,14718,existing,0.4,Conventional Hydroelectric,N_CEN
9845,14726,existing,16.2,Conventional Hydroelectric,CA
9858,14755,existing,6.9,Conventional Hydroelectric,CA
9859,14756,existing,2.4,Conventional Hydroelectric,CA
9860,14757,existing,9.8,Conventional Hydroelectric,CA
9861,14758,existing,18.4,Conventional Hydroelectric,CA
9867,14776,existing,1.3,Conventional Hydroelectric,NE
9868,14777,existing,2.2,Conventional Hydroelectric,NE
9869,14778,existing,2.2,Conventional Hydroelectric,NW
9870,14779,existing,5.8,Conventional Hydroelectric,NW
9871,14780,existing,5.8,Conventional Hydroelectric,NW
9872,14781,existing,2,Conventional Hydroelectric,NW
9873,14782,existing,2,Conventional Hydroelectric,NW
9874,14783,existing,2,Conventional Hydroelectric,NW
9875,14784,existing,1.2,Conventional Hydroelectric,CA
9911,14822,existing,7,Conventional Hydroelectric,NW
9912,14823,existing,4.3,Conventional Hydroelectric,NW
9913,14824,existing,1.8,Conventional Hydroelectric,NW
9914,14827,existing,0.1,Conventional Hydroelectric,NE
9915,14828,existing,0.8,Conventional Hydroelectric,NE
9916,14829,existing,0.8,Conventional Hydroelectric,NE
9917,14830,existing,4.6,Conventional Hydroelectric,NE
9918,14831,existing,0.4,Conventional Hydroelectric,CA
9919,14832,existing,4,Conventional Hydroelectric,CA
9920,14833,existing,4.3,Conventional Hydroelectric,NE
9921,14834,existing,14.5,Conventional Hydroelectric,CA
9928,14863,existing,0.9,Conventional Hydroelectric,N_CEN
9929,14864,existing,0.8,Conventional Hydroelectric,N_CEN
9930,14865,existing,0.8,Conventional Hydroelectric,N_CEN
9933,14868,existing,0.7,Conventional Hydroelectric,NE
9934,14869,existing,0.7,Conventional Hydroelectric,NE
9935,14870,existing,0.3,Conventional Hydroelectric,NW
9936,14871,existing,0.3,Conventional Hydroelectric,NW
9937,14872,existing,0.3,Conventional Hydroelectric,NW
9938,14873,existing,0.3,Conventional Hydroelectric,NW
9939,14874,existing,2.1,Conventional Hydroelectric,CA
9940,14877,existing,0.6,Conventional Hydroelectric,NE
9941,14878,existing,1,Conventional Hydroelectric,NE
9942,14879,existing,2.7,Conventional Hydroelectric,NE
9943,14880,existing,0.6,Conventional Hydroelectric,MID_AT
9944,14881,existing,0.6,Conventional Hydroelectric,MID_AT
9945,14882,existing,0.6,Conventional Hydroelectric,MID_AT
9946,14883,existing,0.6,Conventional Hydroelectric,MID_AT
9960,14931,existing,0.6,Conventional Hydroelectric,NE
9961,14932,existing,0.6,Conventional Hydroelectric,NE
9963,14936,existing,10.5,Conventional Hydroelectric,NE
9968,14941,existing,9.7,Conventional Hydroelectric,NE
9969,14942,existing,9.7,Conventional Hydroelectric,NE
9972,14950,existing,3,Conventional Hydroelectric,NE
9973,14951,existing,3,Conventional Hydroelectric,NE
9974,14952,existing,1.4,Conventional Hydroelectric,SW
9975,14953,existing,4,Conventional Hydroelectric,SW
9976,14963,existing,0.7,Conventional Hydroelectric,N_CEN
9977,14964,existing,0.7,Conventional Hydroelectric,N_CEN
9978,14965,existing,0.8,Conventional Hydroelectric,N_CEN
9979,14966,existing,0.8,Conventional Hydroelectric,N_CEN
9980,14967,existing,0.9,Conventional Hydroelectric,N_CEN
9981,14968,existing,0.9,Conventional Hydroelectric,N_CEN
9982,14969,existing,0.9,Conventional Hydroelectric,N_CEN
9983,14970,existing,0.9,Conventional Hydroelectric,N_CEN
9984,14971,existing,0.9,Conventional Hydroelectric,N_CEN
9985,14972,existing,0.9,Conventional Hydroelectric,N_CEN
9986,14973,existing,0.9,Conventional Hydroelectric,N_CEN
9991,14996,existing,1,Conventional Hydroelectric,CA
9996,15007,existing,1.6,Conventional Hydroelectric,NW
9998,15012,existing,1.2,Conventional Hydroelectric,CA
9999,15013,existing,5.3,Conventional Hydroelectric,CA
10000,15014,existing,2.8,Conventional Hydroelectric,CA
10012,15026,existing,2.5,Conventional Hydroelectric,SW
10013,15027,existing,2.5,Conventional Hydroelectric,SW
10014,15028,existing,0.8,Conventional Hydroelectric,SW
10028,15066,existing,5,Conventional Hydroelectric,CA
10029,15067,existing,2.5,Conventional Hydroelectric,NW
10030,15068,existing,2.5,Conventional Hydroelectric,NW
10031,15069,existing,0.4,Conventional Hydroelectric,MID_AT
10032,15070,existing,0.4,Conventional Hydroelectric,MID_AT
10033,15071,existing,0.8,Conventional Hydroelectric,MID_AT
10034,15072,existing,0.4,Conventional Hydroelectric,NE
10035,15073,existing,0.4,Conventional Hydroelectric,NE
10036,15074,existing,0.4,Conventional Hydroelectric,NE
10037,15075,existing,0.4,Conventional Hydroelectric,NE
10038,15076,existing,1.3,Conventional Hydroelectric,NE
10039,15077,existing,1.3,Conventional Hydroelectric,NE
10040,15078,existing,0.5,Conventional Hydroelectric,MID_AT
10041,15079,existing,2,Conventional Hydroelectric,MID_AT
10043,15085,existing,1.2,Conventional Hydroelectric,N_CEN
10044,15086,existing,1.2,Conventional Hydroelectric,N_CEN
10045,15087,existing,2.4,Conventional Hydroelectric,N_CEN
10046,15088,existing,2.4,Conventional Hydroelectric,N_CEN
10047,15089,existing,1.2,Conventional Hydroelectric,N_CEN
10048,15090,existing,1.2,Conventional Hydroelectric,N_CEN
10049,15091,existing,1.2,Conventional Hydroelectric,N_CEN
10050,15092,existing,3.2,Conventional Hydroelectric,CA
10065,15111,existing,1.4,Conventional Hydroelectric,CA
10081,15131,existing,0.1,Conventional Hydroelectric,CA
10082,15132,existing,1.4,Conventional Hydroelectric,CA
10083,15133,existing,1.4,Conventional Hydroelectric,CA
10088,15139,existing,0.6,Conventional Hydroelectric,NE
10089,15140,existing,1.2,Conventional Hydroelectric,NE
10090,15141,existing,1.2,Conventional Hydroelectric,NE
10113,15174,existing,1.7,Conventional Hydroelectric,NE
10119,15183,existing,1.7,Conventional Hydroelectric,NE
10120,15184,existing,0.3,Conventional Hydroelectric,NW
10121,15185,existing,1.3,Conventional Hydroelectric,NW
10122,15202,existing,1.1,Conventional Hydroelectric,NE
10123,15203,existing,1.1,Conventional Hydroelectric,NE
10124,15204,existing,1.1,Conventional Hydroelectric,NE
10125,15205,existing,1.1,Conventional Hydroelectric,NE
10126,15206,existing,1.1,Conventional Hydroelectric,NE
10127,15207,existing,1.1,Conventional Hydroelectric,NE
10128,15208,existing,5.1,Conventional Hydroelectric,NE
10129,15209,existing,5.1,Conventional Hydroelectric,NE
10130,15210,existing,0.6,Conventional Hydroelectric,NE
10131,15211,existing,0.8,Conventional Hydroelectric,NE
10151,15252,existing,7,Conventional Hydroelectric,CA
10152,15253,existing,7,Conventional Hydroelectric,CA
10153,15254,existing,18.7,Conventional Hydroelectric,MID_AT
10154,15255,existing,18.7,Conventional Hydroelectric,MID_AT
10156,15257,existing,2.5,Conventional Hydroelectric,NE
10157,15258,existing,1.5,Conventional Hydroelectric,NE
10158,15259,existing,1.5,Conventional Hydroelectric,NE
10165,15267,existing,25.5,Conventional Hydroelectric,MID_AT
10166,15268,existing,25.5,Conventional Hydroelectric,MID_AT
10167,15269,existing,25.5,Conventional Hydroelectric,MID_AT
10168,15270,existing,25.5,Conventional Hydroelectric,MID_AT
10169,15271,existing,1.9,Conventional Hydroelectric,MID_AT
10170,15272,existing,1.9,Conventional Hydroelectric,MID_AT
10171,15273,existing,0.4,Conventional Hydroelectric,MID_AT
10172,15274,existing,0.4,Conventional Hydroelectric,MID_AT
10173,15275,existing,0.4,Conventional Hydroelectric,MID_AT
10174,15276,existing,0.4,Conventional Hydroelectric,MID_AT
10175,15277,existing,0.4,Conventional Hydroelectric,MID_AT
10176,15278,existing,0.4,Conventional Hydroelectric,MID_AT
10193,15296,existing,8,Conventional Hydroelectric,N_CEN
10194,15297,existing,8,Conventional Hydroelectric,N_CEN
10195,15298,existing,1.7,Conventional Hydroelectric,NE
10209,15312,existing,6.8,Conventional Hydroelectric,CA
10210,15313,existing,2,Conventional Hydroelectric,CA
10211,15314,existing,1.8,Conventional Hydroelectric,CA
10241,15381,existing,0.4,Conventional Hydroelectric,NE
10242,15382,existing,0.8,Conventional Hydroelectric,NE
10243,15383,existing,1.2,Conventional Hydroelectric,NE
10250,15391,existing,1.6,Conventional Hydroelectric,NE
10251,15392,existing,1.6,Conventional Hydroelectric,NE
10252,15393,existing,3.5,Conventional Hydroelectric,NE
10257,15398,existing,1,Conventional Hydroelectric,NE
10258,15399,existing,1,Conventional Hydroelectric,NE
10267,15408,existing,0.5,Conventional Hydroelectric,NE
10268,15409,existing,0.5,Conventional Hydroelectric,NE
10276,15418,existing,1.9,Conventional Hydroelectric,NW
10277,15419,existing,2.8,Conventional Hydroelectric,NW
10278,15420,existing,4.8,Conventional Hydroelectric,NW
10279,15421,existing,2.3,Conventional Hydroelectric,NW
10282,15427,existing,3.2,Conventional Hydroelectric,SE
10283,15428,existing,3,Conventional Hydroelectric,SE
10284,15429,existing,3.3,Conventional Hydroelectric,SE
10285,15430,existing,2,Conventional Hydroelectric,SE
10286,15431,existing,2.4,Conventional Hydroelectric,MID_AT
10287,15432,existing,0.2,Conventional Hydroelectric,MID_AT
10288,15433,existing,0.8,Conventional Hydroelectric,MID_AT
10289,15434,existing,2,Conventional Hydroelectric,MID_AT
10291,15453,existing,1,Conventional Hydroelectric,SE
10293,15455,existing,0.8,Conventional Hydroelectric,NW
10294,15456,existing,0.3,Conventional Hydroelectric,NW
10295,15457,existing,0.2,Conventional Hydroelectric,NW
10321,15483,existing,5.2,Conventional Hydroelectric,NE
10322,15484,existing,3.8,Conventional Hydroelectric,NE
10351,15513,existing,3,Conventional Hydroelectric,NW
10352,15514,existing,3,Conventional Hydroelectric,NW
10353,15515,existing,3,Conventional Hydroelectric,NW
10354,15518,existing,1.2,Conventional Hydroelectric,NW
10355,15519,existing,4.1,Conventional Hydroelectric,NW
10356,15521,existing,1.5,Conventional Hydroelectric,NE
10366,15533,existing,1.1,Conventional Hydroelectric,CA
10367,15534,existing,1.1,Conventional Hydroelectric,CA
10368,15535,existing,5,Conventional Hydroelectric,CA
10369,15536,existing,3,Conventional Hydroelectric,CA
10370,15550,existing,0.6,Conventional Hydroelectric,NE
10371,15551,existing,0.8,Conventional Hydroelectric,NE
10372,15552,existing,0.8,Conventional Hydroelectric,NE
10373,15563,existing,1.9,Conventional Hydroelectric,NE
10374,15564,existing,2.2,Conventional Hydroelectric,NE
10375,15565,existing,1.6,Conventional Hydroelectric,NE
10376,15566,existing,1.9,Conventional Hydroelectric,N_CEN
10425,15631,existing,2,Conventional Hydroelectric,NE
10426,15632,existing,2,Conventional Hydroelectric,NE
10427,15633,existing,1.6,Conventional Hydroelectric,NE
10428,15634,existing,0.8,Conventional Hydroelectric,NE
10429,15635,existing,0.8,Conventional Hydroelectric,NE
10430,15636,existing,0.8,Conventional Hydroelectric,NE
10431,15637,existing,3.3,Conventional Hydroelectric,NE
10432,15638,existing,3,Conventional Hydroelectric,NE
10433,15639,existing,1.2,Conventional Hydroelectric,NE
10434,15640,existing,3,Conventional Hydroelectric,NE
10436,15650,existing,0.8,Conventional Hydroelectric,NE
10437,15651,existing,0.8,Conventional Hydroelectric,NE
10438,15652,existing,1,Conventional Hydroelectric,NE
10439,15653,existing,2.2,Conventional Hydroelectric,NE
10446,15671,existing,3,Conventional Hydroelectric,NE
10455,15687,existing,7.9,Conventional Hydroelectric,NE
10456,15688,existing,7.5,Conventional Hydroelectric,NE
10457,15689,existing,7.5,Conventional Hydroelectric,NE
10458,15690,existing,3.6,Conventional Hydroelectric,NE
10472,15708,existing,1.8,Conventional Hydroelectric,SE
10477,15713,existing,3.5,Conventional Hydroelectric,NE
10478,15714,existing,3.5,Conventional Hydroelectric,NE
