Counter,id,operational_status,capacity_mw,technology_description,OEO_region
18433,25144,existing,1.8,Petroleum Liquids,N_CEN
18434,25145,existing,1.2,Petroleum Liquids,N_CEN
18435,25146,existing,2.6,Petroleum Liquids,N_CEN
18436,25147,existing,1.1,Petroleum Liquids,N_CEN
18437,25148,existing,1.1,Petroleum Liquids,N_CEN
18438,25149,existing,0.6,Petroleum Liquids,N_CEN
18439,25153,existing,2,Petroleum Liquids,N_CEN
18440,25154,existing,2,Petroleum Liquids,N_CEN
18441,25155,existing,3.1,Petroleum Liquids,N_CEN
18442,25156,existing,3.5,Petroleum Liquids,N_CEN
18443,25157,existing,2,Petroleum Liquids,N_CEN
18444,25158,existing,1.3,Petroleum Liquids,N_CEN
18445,25159,existing,2.5,Petroleum Liquids,N_CEN
18446,25160,existing,1.3,Petroleum Liquids,N_CEN
18447,25161,existing,1.3,Petroleum Liquids,N_CEN
18448,25162,existing,0.6,Petroleum Liquids,N_CEN
18449,25163,existing,0.6,Petroleum Liquids,N_CEN
18450,25164,existing,23.8,Petroleum Liquids,CEN
18451,25165,existing,2,Natural Gas Internal Combustion Engine,N_CEN
18452,25166,existing,1.2,Natural Gas Internal Combustion Engine,N_CEN
18453,25167,existing,2,Natural Gas Internal Combustion Engine,N_CEN
18454,25168,existing,2.5,Petroleum Liquids,N_CEN
18455,25169,existing,1.6,Petroleum Liquids,N_CEN
18456,25170,existing,0.9,Petroleum Liquids,N_CEN
18457,25171,existing,0.4,Petroleum Liquids,N_CEN
18458,25172,existing,1.1,Petroleum Liquids,N_CEN
18459,25173,existing,0.6,Petroleum Liquids,N_CEN
18461,25175,existing,1.8,Natural Gas Internal Combustion Engine,N_CEN
18462,25176,existing,0.7,Petroleum Liquids,N_CEN
18463,25177,existing,0.7,Petroleum Liquids,N_CEN
18469,25185,existing,3.6,Petroleum Liquids,N_CEN
18470,25186,existing,3.6,Petroleum Liquids,N_CEN
18471,25187,existing,6.2,Natural Gas Internal Combustion Engine,N_CEN
18472,25188,existing,3.2,Natural Gas Internal Combustion Engine,N_CEN
18473,25189,existing,2.5,Petroleum Liquids,N_CEN
18474,25190,existing,1,Petroleum Liquids,N_CEN
18475,25191,existing,0.4,Petroleum Liquids,N_CEN
18476,25192,existing,5.3,Petroleum Liquids,N_CEN
18477,25193,existing,5.3,Petroleum Liquids,N_CEN
18478,25194,existing,6.2,Natural Gas Internal Combustion Engine,N_CEN
18479,25195,existing,6.2,Natural Gas Internal Combustion Engine,N_CEN
18480,25196,existing,3.5,Natural Gas Internal Combustion Engine,N_CEN
18481,25197,existing,175.5,Conventional Steam Coal,N_CEN
18482,25198,existing,18,Conventional Steam Coal,N_CEN
18483,25199,existing,75,Conventional Steam Coal,N_CEN
18484,25200,existing,25,Conventional Steam Coal,N_CEN
18486,25202,existing,2,Petroleum Liquids,N_CEN
18487,25203,existing,2,Petroleum Liquids,N_CEN
18488,25204,existing,2,Petroleum Liquids,N_CEN
18489,25205,existing,2,Petroleum Liquids,N_CEN
18490,25206,existing,2,Petroleum Liquids,N_CEN
18492,25208,existing,2,Petroleum Liquids,N_CEN
18493,25209,existing,2,Petroleum Liquids,N_CEN
18494,25210,existing,2,Petroleum Liquids,N_CEN
18495,25211,existing,2,Petroleum Liquids,N_CEN
18496,25212,existing,2,Petroleum Liquids,N_CEN
18497,25213,existing,2,Petroleum Liquids,N_CEN
18498,25214,existing,2,Petroleum Liquids,N_CEN
18499,25215,existing,1.8,Petroleum Liquids,N_CEN
18500,25216,existing,1.8,Petroleum Liquids,N_CEN
18501,25217,existing,2.5,Natural Gas Internal Combustion Engine,N_CEN
18502,25218,existing,1.7,Natural Gas Internal Combustion Engine,N_CEN
18503,25219,existing,1.1,Petroleum Liquids,N_CEN
18504,25220,existing,0.5,Petroleum Liquids,N_CEN
18505,25221,existing,0.2,Petroleum Liquids,N_CEN
18506,25222,existing,0.2,Petroleum Liquids,N_CEN
18507,25223,existing,1.8,Petroleum Liquids,N_CEN
18508,25224,existing,1.8,Petroleum Liquids,N_CEN
18509,25225,existing,1.8,Petroleum Liquids,N_CEN
18510,25226,existing,0.5,Petroleum Liquids,N_CEN
18512,25228,existing,0.6,Petroleum Liquids,N_CEN
18513,25229,existing,0.5,Petroleum Liquids,N_CEN
18514,25230,existing,0.3,Petroleum Liquids,N_CEN
18515,25231,existing,1.2,Petroleum Liquids,N_CEN
18516,25232,existing,1.8,Petroleum Liquids,N_CEN
18517,25233,existing,1.8,Petroleum Liquids,N_CEN
18518,25234,existing,6.5,Natural Gas Internal Combustion Engine,N_CEN
18519,25235,existing,2.5,Natural Gas Internal Combustion Engine,N_CEN
18520,25236,existing,1.7,Natural Gas Internal Combustion Engine,N_CEN
18521,25237,existing,1.8,Petroleum Liquids,N_CEN
18522,25238,existing,2.1,Natural Gas Internal Combustion Engine,N_CEN
18523,25239,existing,3.1,Natural Gas Internal Combustion Engine,N_CEN
18525,25241,existing,3.1,Natural Gas Internal Combustion Engine,N_CEN
18527,25243,existing,2.3,Petroleum Liquids,N_CEN
18528,25244,existing,2.3,Petroleum Liquids,N_CEN
18529,25245,existing,2.3,Petroleum Liquids,N_CEN
18530,25246,existing,0.6,Petroleum Liquids,N_CEN
18531,25247,existing,0.2,Petroleum Liquids,N_CEN
18532,25248,existing,0.2,Petroleum Liquids,N_CEN
18533,25249,existing,2,Petroleum Liquids,N_CEN
18534,25250,existing,1.8,Petroleum Liquids,N_CEN
18535,25251,existing,0.9,Petroleum Liquids,N_CEN
18536,25252,existing,1.1,Petroleum Liquids,N_CEN
18537,25253,existing,0.3,Petroleum Liquids,N_CEN
18538,25254,existing,2.5,Petroleum Liquids,N_CEN
18539,25255,existing,2.5,Petroleum Liquids,N_CEN
18540,25256,existing,2.5,Petroleum Liquids,N_CEN
18541,25257,existing,0.8,Petroleum Liquids,N_CEN
18542,25258,existing,0.8,Petroleum Liquids,N_CEN
18543,25259,existing,1.8,Petroleum Liquids,N_CEN
18545,25261,existing,1.8,Petroleum Liquids,N_CEN
18546,25262,existing,1.8,Petroleum Liquids,N_CEN
18548,25264,existing,2.5,Petroleum Liquids,N_CEN
18549,25265,existing,2.5,Petroleum Liquids,N_CEN
18550,25266,existing,0.5,Petroleum Liquids,N_CEN
18551,25267,existing,1.1,Petroleum Liquids,N_CEN
18552,25268,existing,0.6,Petroleum Liquids,N_CEN
18553,25269,existing,0.3,Petroleum Liquids,N_CEN
18554,25270,existing,0.2,Petroleum Liquids,N_CEN
18555,25271,existing,2.8,Petroleum Liquids,N_CEN
18556,25272,existing,7.6,Petroleum Liquids,N_CEN
18557,25273,existing,5.7,Petroleum Liquids,N_CEN
18558,25274,existing,0.9,Petroleum Liquids,N_CEN
18559,25275,existing,1.3,Petroleum Liquids,N_CEN
18560,25276,existing,3,Petroleum Liquids,N_CEN
18561,25277,existing,2,Petroleum Liquids,N_CEN
18562,25278,existing,2,Petroleum Liquids,N_CEN
18565,25281,existing,20.3,Petroleum Liquids,N_CEN
18566,25282,existing,20.6,Petroleum Liquids,N_CEN
18567,25283,existing,5.1,Petroleum Liquids,N_CEN
18568,25284,existing,4,Petroleum Liquids,N_CEN
18573,25289,existing,1.7,Petroleum Liquids,N_CEN
18574,25290,existing,1.7,Petroleum Liquids,N_CEN
18575,25291,existing,3,Petroleum Liquids,N_CEN
18576,25292,existing,3.5,Petroleum Liquids,N_CEN
18577,25293,existing,2.2,Petroleum Liquids,N_CEN
18583,25299,existing,1.7,Petroleum Liquids,N_CEN
18585,25301,existing,2,Petroleum Liquids,N_CEN
18586,25302,existing,1.1,Petroleum Liquids,N_CEN
18587,25303,existing,0.5,Petroleum Liquids,N_CEN
18588,25304,existing,2.5,Petroleum Liquids,N_CEN
18591,25307,existing,7.6,Petroleum Liquids,N_CEN
18592,25308,existing,0.7,Petroleum Liquids,N_CEN
18593,25309,existing,6.3,Petroleum Liquids,N_CEN
18594,25310,existing,3.5,Petroleum Liquids,N_CEN
18595,25311,existing,2.7,Petroleum Liquids,N_CEN
18596,25312,existing,1.2,Petroleum Liquids,N_CEN
18597,25313,existing,3,Natural Gas Internal Combustion Engine,N_CEN
18599,25315,existing,4,Natural Gas Internal Combustion Engine,N_CEN
18600,25316,existing,4,Natural Gas Internal Combustion Engine,N_CEN
18601,25317,existing,3,Natural Gas Internal Combustion Engine,N_CEN
18602,25318,existing,1.6,Petroleum Liquids,N_CEN
18603,25319,existing,1.8,Petroleum Liquids,N_CEN
18606,25322,existing,2,Petroleum Liquids,N_CEN
18607,25323,existing,2,Petroleum Liquids,N_CEN
18608,25324,existing,2.8,Petroleum Liquids,N_CEN
18613,25329,existing,2,Petroleum Liquids,N_CEN
18617,25333,existing,35,Natural Gas Steam Turbine,N_CEN
18618,25334,existing,16.5,Natural Gas Steam Turbine,N_CEN
18619,25335,existing,23.8,Natural Gas Fired Combustion Turbine,N_CEN
18620,25336,existing,19.6,Natural Gas Fired Combustion Turbine,N_CEN
18621,25337,existing,0.7,Petroleum Liquids,N_CEN
18622,25338,existing,1.8,Petroleum Liquids,N_CEN
18623,25339,existing,2,Petroleum Liquids,N_CEN
18624,25340,existing,0.7,Petroleum Liquids,N_CEN
18625,25341,existing,2.3,Petroleum Liquids,N_CEN
18631,25347,existing,1.5,Natural Gas Internal Combustion Engine,N_CEN
18632,25348,existing,0.9,Natural Gas Internal Combustion Engine,N_CEN
18633,25349,existing,0.3,Petroleum Liquids,N_CEN
18634,25350,existing,2.7,Natural Gas Internal Combustion Engine,N_CEN
18635,25351,existing,0.3,Petroleum Liquids,N_CEN
18636,25352,existing,2.8,Natural Gas Internal Combustion Engine,N_CEN
18637,25353,existing,3,Petroleum Liquids,N_CEN
18638,25354,existing,0.9,Petroleum Liquids,N_CEN
18639,25355,existing,0.7,Petroleum Liquids,N_CEN
18640,25356,existing,1.8,Petroleum Liquids,N_CEN
18641,25357,existing,1.6,Petroleum Liquids,N_CEN
18643,25359,existing,1.8,Petroleum Liquids,N_CEN
18644,25360,existing,1.8,Petroleum Liquids,N_CEN
18645,25361,existing,0.6,Petroleum Liquids,N_CEN
18647,25363,existing,10,Natural Gas Fired Combustion Turbine,N_CEN
18649,25365,existing,2,Petroleum Liquids,N_CEN
18650,25366,existing,0.2,Petroleum Liquids,N_CEN
18651,25367,existing,0.2,Petroleum Liquids,N_CEN
18652,25368,existing,0.3,Petroleum Liquids,N_CEN
18653,25369,existing,0.2,Petroleum Liquids,N_CEN
18655,25371,existing,71.3,Natural Gas Steam Turbine,N_CEN
18656,25372,existing,37.5,Natural Gas Steam Turbine,N_CEN
18657,25373,existing,2,Petroleum Liquids,N_CEN
18659,25375,existing,2,Petroleum Liquids,N_CEN
18660,25376,existing,1,Petroleum Liquids,N_CEN
18661,25377,existing,4.4,Petroleum Liquids,N_CEN
18662,25378,existing,4.4,Petroleum Liquids,N_CEN
18663,25379,existing,4.1,Petroleum Liquids,N_CEN
18664,25380,existing,3.2,Petroleum Liquids,N_CEN
18683,25404,existing,19.7,Natural Gas Fired Combustion Turbine,N_CEN
18684,25405,existing,19.7,Natural Gas Fired Combustion Turbine,N_CEN
18685,25406,existing,19.7,Natural Gas Fired Combustion Turbine,N_CEN
18686,25407,existing,19.7,Natural Gas Fired Combustion Turbine,N_CEN
18687,25408,existing,212,Conventional Steam Coal,N_CEN
18688,25409,existing,18,Natural Gas Fired Combustion Turbine,N_CEN
18689,25410,existing,18,Natural Gas Fired Combustion Turbine,N_CEN
18690,25411,existing,584.1,Conventional Steam Coal,N_CEN
18693,25414,existing,16,Natural Gas Fired Combustion Turbine,N_CEN
18694,25415,existing,16,Natural Gas Fired Combustion Turbine,N_CEN
18695,25416,existing,16,Natural Gas Fired Combustion Turbine,N_CEN
18696,25417,existing,16,Natural Gas Fired Combustion Turbine,N_CEN
18697,25418,existing,16,Natural Gas Fired Combustion Turbine,N_CEN
18698,25419,existing,16,Natural Gas Fired Combustion Turbine,N_CEN
18699,25420,existing,16,Natural Gas Fired Combustion Turbine,N_CEN
18700,25421,existing,16,Natural Gas Fired Combustion Turbine,N_CEN
18701,25422,existing,922.5,Conventional Steam Coal,N_CEN
18702,25423,existing,725.8,Conventional Steam Coal,N_CEN
18705,25426,existing,106,Natural Gas Steam Turbine,N_CEN
18707,25428,existing,18,Natural Gas Fired Combustion Turbine,N_CEN
18708,25429,existing,18,Natural Gas Fired Combustion Turbine,N_CEN
18709,25430,existing,18,Natural Gas Fired Combustion Turbine,N_CEN
18710,25431,existing,18,Natural Gas Fired Combustion Turbine,N_CEN
18711,25435,existing,148.8,Natural Gas Steam Turbine,N_CEN
18712,25436,existing,50,Conventional Steam Coal,N_CEN
18714,25438,existing,14.6,Conventional Steam Coal,N_CEN
18715,25439,existing,63,Natural Gas Fired Combustion Turbine,N_CEN
18716,25440,existing,63,Natural Gas Fired Combustion Turbine,N_CEN
18717,25441,existing,63,Natural Gas Fired Combustion Turbine,N_CEN
18720,25444,existing,679.5,Nuclear,N_CEN
18725,25457,existing,274.5,Conventional Steam Coal,N_CEN
18729,25468,existing,60.9,Conventional Steam Coal,MID_AT
18730,25469,existing,33,Conventional Steam Coal,MID_AT
18732,25471,existing,2.5,Petroleum Liquids,N_CEN
18733,25472,existing,1.9,Petroleum Liquids,N_CEN
18734,25473,existing,8.4,Natural Gas Internal Combustion Engine,N_CEN
18735,25474,existing,5,Natural Gas Internal Combustion Engine,N_CEN
18736,25475,existing,2,Petroleum Liquids,N_CEN
18737,25476,existing,2,Petroleum Liquids,N_CEN
18738,25477,existing,1.8,Petroleum Liquids,N_CEN
18741,25480,existing,0.8,Petroleum Liquids,N_CEN
18742,25481,existing,12.6,Conventional Steam Coal,N_CEN
18743,25482,existing,11.5,Conventional Steam Coal,N_CEN
18746,25485,existing,73,Natural Gas Fired Combined Cycle,SE
18747,25486,existing,28.8,Natural Gas Fired Combined Cycle,SE
18748,25487,existing,28.8,Natural Gas Fired Combined Cycle,SE
18749,25488,existing,28.8,Natural Gas Fired Combined Cycle,SE
18750,25489,existing,28.8,Natural Gas Fired Combustion Turbine,SE
18751,25490,existing,28.8,Natural Gas Fired Combustion Turbine,SE
18752,25491,existing,28.8,Natural Gas Fired Combined Cycle,SE
18753,25492,existing,28.8,Natural Gas Fired Combined Cycle,SE
18754,25493,existing,28.8,Natural Gas Fired Combined Cycle,SE
18755,25496,existing,265.2,Conventional Steam Coal,N_CEN
18756,25497,existing,103.7,Conventional Steam Coal,N_CEN
18758,25499,existing,88.8,Natural Gas Fired Combustion Turbine,N_CEN
18760,25509,existing,150,Conventional Steam Coal,N_CEN
18762,25511,existing,150,Conventional Steam Coal,N_CEN
18764,25513,existing,61,Natural Gas Fired Combined Cycle,N_CEN
18765,25514,existing,61,Natural Gas Fired Combined Cycle,N_CEN
18766,25515,existing,61,Natural Gas Fired Combined Cycle,N_CEN
18767,25516,existing,50,Natural Gas Fired Combined Cycle,N_CEN
18768,25517,existing,50,Natural Gas Fired Combined Cycle,N_CEN
18778,25527,existing,331.5,Coal Integrated Gasification Combined Cycle,N_CEN
18779,25528,existing,236.5,Coal Integrated Gasification Combined Cycle,N_CEN
18780,25529,existing,236.5,Coal Integrated Gasification Combined Cycle,N_CEN
18786,25535,existing,112.5,Natural Gas Fired Combustion Turbine,N_CEN
18787,25536,existing,2.6,Petroleum Liquids,N_CEN
18788,25537,existing,2.6,Petroleum Liquids,N_CEN
18789,25538,existing,2.6,Petroleum Liquids,N_CEN
18790,25539,existing,2.6,Petroleum Liquids,N_CEN
18791,25540,existing,531,Conventional Steam Coal,N_CEN
18792,25541,existing,531,Conventional Steam Coal,N_CEN
18802,25551,existing,540,Conventional Steam Coal,N_CEN
18805,25559,existing,37.5,Natural Gas Fired Combustion Turbine,N_CEN
18806,25560,existing,670.9,Conventional Steam Coal,N_CEN
18807,25561,existing,523.3,Conventional Steam Coal,N_CEN
18808,25562,existing,281.6,Conventional Steam Coal,N_CEN
18809,25563,existing,2.7,Petroleum Liquids,N_CEN
18810,25564,existing,2.7,Petroleum Liquids,N_CEN
18811,25565,existing,2.7,Petroleum Liquids,N_CEN
18812,25566,existing,670.9,Conventional Steam Coal,N_CEN
18813,25567,existing,1.7,Natural Gas Steam Turbine,N_CEN
18814,25568,existing,1.7,Natural Gas Steam Turbine,N_CEN
18815,25569,existing,5,Natural Gas Steam Turbine,N_CEN
18816,25570,existing,15,Natural Gas Steam Turbine,N_CEN
18817,25571,existing,230,Natural Gas Fired Combined Cycle,N_CEN
18820,25574,existing,207,Natural Gas Fired Combined Cycle,N_CEN
18821,25575,existing,207,Natural Gas Fired Combined Cycle,N_CEN
18827,25581,existing,2.7,Petroleum Liquids,N_CEN
18828,25582,existing,161,Natural Gas Fired Combustion Turbine,N_CEN
18829,25583,existing,83,Natural Gas Fired Combustion Turbine,N_CEN
18830,25584,existing,83,Natural Gas Fired Combustion Turbine,N_CEN
18832,25586,existing,26,Petroleum Liquids,N_CEN
18833,25587,existing,26,Petroleum Liquids,N_CEN
18835,25589,existing,463,Natural Gas Steam Turbine,N_CEN
18836,25590,existing,100,Natural Gas Steam Turbine,N_CEN
18837,25591,existing,100,Natural Gas Steam Turbine,N_CEN
18854,25612,existing,217.3,Conventional Steam Coal,N_CEN
18855,25613,existing,217.3,Conventional Steam Coal,N_CEN
18856,25614,existing,217.3,Conventional Steam Coal,N_CEN
18857,25615,existing,217.3,Conventional Steam Coal,N_CEN
18858,25616,existing,217.3,Conventional Steam Coal,N_CEN
18859,25617,existing,217.3,Conventional Steam Coal,N_CEN
18860,25618,existing,75,Natural Gas Fired Combustion Turbine,N_CEN
18861,25619,existing,75,Natural Gas Fired Combustion Turbine,N_CEN
18862,25620,existing,173,Conventional Steam Coal,N_CEN
18863,25621,existing,33,Conventional Steam Coal,N_CEN
18864,25622,existing,33,Conventional Steam Coal,N_CEN
18865,25623,existing,33,Conventional Steam Coal,N_CEN
18866,25624,existing,2.6,Petroleum Liquids,N_CEN
18867,25625,existing,2.6,Petroleum Liquids,N_CEN
18868,25626,existing,12.5,Natural Gas Steam Turbine,N_CEN
18869,25627,existing,6.3,Natural Gas Steam Turbine,N_CEN
18870,25628,existing,9.4,Natural Gas Steam Turbine,N_CEN
18871,25629,existing,1.8,Petroleum Liquids,N_CEN
18872,25630,existing,3,Petroleum Liquids,N_CEN
18873,25631,existing,1.7,Petroleum Liquids,N_CEN
18874,25632,existing,0.5,Petroleum Liquids,N_CEN
18875,25633,existing,0.5,Petroleum Liquids,N_CEN
18876,25634,existing,2,Petroleum Liquids,N_CEN
18877,25635,existing,0.2,Petroleum Liquids,N_CEN
18878,25636,existing,0.2,Petroleum Liquids,N_CEN
18879,25637,existing,7,Natural Gas Fired Combustion Turbine,N_CEN
18880,25638,existing,6.6,Natural Gas Fired Combustion Turbine,N_CEN
18881,25639,existing,1.8,Petroleum Liquids,N_CEN
18882,25640,existing,1.8,Petroleum Liquids,N_CEN
18883,25641,existing,3.1,Petroleum Liquids,N_CEN
18884,25642,existing,2.4,Petroleum Liquids,N_CEN
18885,25643,existing,0.6,Petroleum Liquids,N_CEN
18886,25644,existing,1.1,Petroleum Liquids,N_CEN
18887,25645,existing,1.1,Petroleum Liquids,N_CEN
18888,25646,existing,1.5,Petroleum Liquids,N_CEN
18889,25647,existing,2,Petroleum Liquids,N_CEN
18890,25648,existing,2.3,Petroleum Liquids,N_CEN
18891,25649,existing,2.3,Petroleum Liquids,N_CEN
18892,25650,existing,2.3,Petroleum Liquids,N_CEN
18893,25651,existing,1.1,Petroleum Liquids,N_CEN
18894,25652,existing,2,Petroleum Liquids,N_CEN
18895,25653,existing,2.4,Petroleum Liquids,N_CEN
18896,25654,existing,4.3,Petroleum Liquids,N_CEN
18897,25655,existing,17.5,Petroleum Liquids,N_CEN
18898,25656,existing,1.8,Petroleum Liquids,N_CEN
18899,25657,existing,1.8,Petroleum Liquids,N_CEN
18900,25658,existing,1.8,Petroleum Liquids,N_CEN
18903,25661,existing,230.1,Conventional Steam Coal,N_CEN
18904,25662,existing,207.3,Conventional Steam Coal,N_CEN
