,id,operational_status,capacity_mw,technology_description,OEO_region
5045,8530,existing,2.4,Solar Photovoltaic,MID_AT
5046,8531,existing,0.1,Solar Photovoltaic,MID_AT
5047,8532,existing,0.2,Solar Photovoltaic,MID_AT
5048,8533,existing,0.2,Solar Photovoltaic,MID_AT
5049,8534,existing,0.2,Solar Photovoltaic,MID_AT
5050,8535,existing,0.1,Solar Photovoltaic,MID_AT
5051,8536,existing,0.2,Solar Photovoltaic,MID_AT
5052,8537,existing,0.1,Solar Photovoltaic,MID_AT
5053,8538,existing,0.2,Solar Photovoltaic,MID_AT
5054,8539,existing,0.2,Solar Photovoltaic,MID_AT
5059,8544,existing,49.7,Onshore Wind Turbine,CEN
5060,8545,existing,106,Onshore Wind Turbine,N_CEN
5061,8546,existing,1.6,Solar Photovoltaic,MID_AT
5062,8547,existing,100.5,Onshore Wind Turbine,N_CEN
5063,8548,existing,1,Solar Photovoltaic,CA
5064,8549,existing,150,Onshore Wind Turbine,CA
5128,8618,existing,0.3,Solar Photovoltaic,CA
5129,8619,existing,0.3,Solar Photovoltaic,CA
5130,8620,existing,0.3,Solar Photovoltaic,CA
5131,8621,existing,0.3,Solar Photovoltaic,CA
5132,8622,existing,14.7,Onshore Wind Turbine,N_CEN
5133,8623,existing,21,Onshore Wind Turbine,N_CEN
5134,8624,existing,100.7,Onshore Wind Turbine,NW
5135,8625,existing,215,Onshore Wind Turbine,NE
5136,8626,existing,100.5,Onshore Wind Turbine,N_CEN
5137,8627,existing,103,Onshore Wind Turbine,NW
5138,8628,existing,97,Onshore Wind Turbine,NW
5153,8644,existing,19.5,Onshore Wind Turbine,NW
5154,8645,existing,99,Onshore Wind Turbine,NW
5155,8646,existing,99,Onshore Wind Turbine,NW
5156,8647,existing,39,Onshore Wind Turbine,NW
5157,8648,existing,99,Onshore Wind Turbine,NW
5158,8649,existing,2.1,Onshore Wind Turbine,N_CEN
5159,8650,existing,10,Onshore Wind Turbine,CEN
5160,8651,existing,10,Onshore Wind Turbine,CEN
5161,8652,existing,10,Onshore Wind Turbine,CEN
5162,8653,existing,10,Onshore Wind Turbine,CEN
5163,8654,existing,10,Onshore Wind Turbine,CEN
5164,8655,existing,10,Onshore Wind Turbine,CEN
5173,8664,existing,99,Onshore Wind Turbine,N_CEN
5174,8665,existing,66,Onshore Wind Turbine,NE
5175,8666,existing,66,Onshore Wind Turbine,NE
5176,8667,existing,2.1,Onshore Wind Turbine,N_CEN
5177,8668,existing,2.1,Onshore Wind Turbine,N_CEN
5178,8669,existing,4.2,Onshore Wind Turbine,N_CEN
5179,8670,existing,4.2,Onshore Wind Turbine,N_CEN
5180,8671,existing,4.2,Onshore Wind Turbine,N_CEN
5181,8672,existing,165.6,Onshore Wind Turbine,TX
5182,8676,existing,50,Onshore Wind Turbine,CEN
5183,8677,existing,99,Onshore Wind Turbine,CEN
5184,8678,existing,1.9,Solar Photovoltaic,SW
5185,8679,existing,0.5,Solar Photovoltaic,CA
5186,8680,existing,0.5,Solar Photovoltaic,CA
5187,8681,existing,0.5,Solar Photovoltaic,CA
5188,8682,existing,0.5,Solar Photovoltaic,CA
5189,8683,existing,140,Solar Thermal with Energy Storage,SW
5190,8684,existing,140,Solar Thermal with Energy Storage,SW
5191,8685,existing,153,Onshore Wind Turbine,N_CEN
5192,8686,existing,174.8,Onshore Wind Turbine,N_CEN
5193,8687,existing,150,Onshore Wind Turbine,N_CEN
5201,8695,existing,100.5,Onshore Wind Turbine,N_CEN
5202,8696,existing,123,Onshore Wind Turbine,CEN
5207,8701,existing,1.8,Onshore Wind Turbine,NE
5214,8708,existing,300,Onshore Wind Turbine,N_CEN
5215,8709,existing,50.4,Onshore Wind Turbine,MID_AT
5216,8710,existing,201.6,Onshore Wind Turbine,TX
5217,8711,existing,49.5,Onshore Wind Turbine,N_CEN
5218,8712,existing,99,Onshore Wind Turbine,N_CEN
5219,8713,existing,50.4,Onshore Wind Turbine,N_CEN
5220,8714,existing,45,Onshore Wind Turbine,CA
5221,8715,existing,100.8,Onshore Wind Turbine,NW
5222,8716,existing,98.7,Onshore Wind Turbine,NW
5226,8720,existing,96,Onshore Wind Turbine,CEN
5227,8721,existing,105,Onshore Wind Turbine,CEN
5228,8722,existing,121.9,Onshore Wind Turbine,TX
5229,8723,existing,30,Onshore Wind Turbine,N_CEN
5231,8725,existing,150,Onshore Wind Turbine,TX
5232,8726,existing,99,Onshore Wind Turbine,MID_AT
5233,8727,existing,200,Onshore Wind Turbine,MID_AT
5234,8728,existing,100,Onshore Wind Turbine,MID_AT
5235,8729,existing,201.3,Onshore Wind Turbine,MID_AT
5236,8730,existing,120,Onshore Wind Turbine,TX
5237,8731,existing,120,Onshore Wind Turbine,TX
5238,8732,existing,169.5,Onshore Wind Turbine,TX
5239,8733,existing,150,Onshore Wind Turbine,TX
5240,8734,existing,60,Onshore Wind Turbine,TX
5241,8735,existing,102,Onshore Wind Turbine,MID_AT
5242,8736,existing,5,Solar Photovoltaic,CA
5243,8737,existing,146,Onshore Wind Turbine,CEN
5244,8738,existing,132,Onshore Wind Turbine,N_CEN
5245,8739,existing,28,Onshore Wind Turbine,N_CEN
5246,8740,existing,20,Onshore Wind Turbine,N_CEN
5247,8741,existing,112.5,Onshore Wind Turbine,TX
5248,8742,existing,186,Onshore Wind Turbine,TX
5249,8743,existing,214.5,Onshore Wind Turbine,TX
5250,8744,existing,149.5,Onshore Wind Turbine,TX
5251,8745,existing,20,Onshore Wind Turbine,N_CEN
5252,8746,existing,69.6,Onshore Wind Turbine,TX
5253,8747,existing,80,Onshore Wind Turbine,TX
5254,8748,existing,80,Onshore Wind Turbine,NW
5255,8749,existing,61,Onshore Wind Turbine,NW
5256,8750,existing,18.9,Onshore Wind Turbine,SW
5257,8751,existing,50,Onshore Wind Turbine,N_CEN
5258,8752,existing,2.1,Onshore Wind Turbine,N_CEN
5259,8753,existing,2.1,Onshore Wind Turbine,N_CEN
5260,8754,existing,2.1,Onshore Wind Turbine,N_CEN
5261,8755,existing,2.1,Onshore Wind Turbine,N_CEN
5274,8768,existing,136.3,Onshore Wind Turbine,NW
5281,8775,existing,37.8,Onshore Wind Turbine,MID_AT
5282,8776,existing,29.4,Onshore Wind Turbine,MID_AT
5678,9172,existing,130.5,Onshore Wind Turbine,N_CEN
5679,9173,existing,75,Onshore Wind Turbine,N_CEN
5684,9180,existing,59.8,Onshore Wind Turbine,TX
5686,9182,existing,11.9,Onshore Wind Turbine,N_CEN
5687,9183,existing,180,Onshore Wind Turbine,N_CEN
5690,9198,existing,94,Onshore Wind Turbine,NW
5692,9200,existing,132,Onshore Wind Turbine,CEN
5693,9203,existing,283.2,Onshore Wind Turbine,TX
5694,9204,existing,90,Onshore Wind Turbine,N_CEN
5695,9209,existing,101.2,Onshore Wind Turbine,CA
5696,9211,existing,70,Onshore Wind Turbine,MID_AT
5697,9212,existing,51,Onshore Wind Turbine,CEN
5698,9213,existing,101.2,Onshore Wind Turbine,TX
5699,9214,existing,79.5,Onshore Wind Turbine,CEN
5700,9215,existing,54,Onshore Wind Turbine,N_CEN
5701,9216,existing,2,Onshore Wind Turbine,N_CEN
5702,9217,existing,100,Onshore Wind Turbine,N_CEN
5703,9218,existing,120,Onshore Wind Turbine,TX
5705,9222,existing,150,Onshore Wind Turbine,N_CEN
5708,9225,existing,170.2,Onshore Wind Turbine,TX
5709,9226,existing,21,Onshore Wind Turbine,NW
5710,9227,existing,21,Onshore Wind Turbine,NW
5711,9228,existing,52.8,Onshore Wind Turbine,N_CEN
5712,9229,existing,87.5,Onshore Wind Turbine,NE
5713,9230,existing,37.5,Onshore Wind Turbine,NE
5714,9232,existing,25,Onshore Wind Turbine,N_CEN
5716,9234,existing,4,Onshore Wind Turbine,N_CEN
5717,9235,existing,4,Onshore Wind Turbine,N_CEN
5718,9236,existing,4,Onshore Wind Turbine,N_CEN
5719,9237,existing,4,Onshore Wind Turbine,N_CEN
5720,9238,existing,4,Onshore Wind Turbine,N_CEN
5721,9239,existing,100.7,Onshore Wind Turbine,NW
5722,9240,existing,72,Onshore Wind Turbine,N_CEN
5723,9241,existing,94.5,Onshore Wind Turbine,CEN
5724,9242,existing,100.5,Onshore Wind Turbine,NE
5725,9243,existing,81,Onshore Wind Turbine,NE
5726,9244,existing,100.5,Onshore Wind Turbine,NE
5727,9245,existing,205.5,Onshore Wind Turbine,N_CEN
5730,9248,existing,198,Onshore Wind Turbine,N_CEN
5731,9249,existing,201,Onshore Wind Turbine,SW
5739,9257,existing,1.5,Onshore Wind Turbine,CEN
5740,9258,existing,10.5,Onshore Wind Turbine,CEN
5741,9259,existing,150,Onshore Wind Turbine,CEN
5742,9260,existing,115.5,Onshore Wind Turbine,CEN
5744,9262,existing,118.5,Onshore Wind Turbine,N_CEN
5749,9267,existing,63,Onshore Wind Turbine,TX
5765,9283,existing,1.3,Onshore Wind Turbine,N_CEN
5766,9284,existing,34.5,Onshore Wind Turbine,NE
5767,9285,existing,209,Onshore Wind Turbine,TX
5768,9286,existing,126.5,Onshore Wind Turbine,TX
5769,9287,existing,9,Onshore Wind Turbine,NW
5770,9288,existing,1.3,Onshore Wind Turbine,N_CEN
5771,9289,existing,1.3,Onshore Wind Turbine,N_CEN
5772,9290,existing,1.3,Onshore Wind Turbine,N_CEN
5773,9291,existing,1.3,Onshore Wind Turbine,N_CEN
5774,9292,existing,1.3,Onshore Wind Turbine,N_CEN
5775,9293,existing,1.3,Onshore Wind Turbine,N_CEN
5776,9294,existing,1.3,Onshore Wind Turbine,N_CEN
5777,9295,existing,1.3,Onshore Wind Turbine,N_CEN
5778,9296,existing,1.3,Onshore Wind Turbine,N_CEN
5779,9297,existing,1.3,Onshore Wind Turbine,N_CEN
5780,9298,existing,1.3,Onshore Wind Turbine,N_CEN
5781,9299,existing,1.3,Onshore Wind Turbine,N_CEN
5782,9300,existing,1.3,Onshore Wind Turbine,N_CEN
5783,9301,existing,1.3,Onshore Wind Turbine,N_CEN
5784,9302,existing,20,Onshore Wind Turbine,NE
5785,9303,existing,48,Onshore Wind Turbine,N_CEN
5790,9308,existing,7.4,Onshore Wind Turbine,CA
5793,9311,existing,3.9,Solar Photovoltaic,SW
5794,9312,existing,5.2,Solar Photovoltaic,SW
5795,9313,existing,4.9,Solar Photovoltaic,SW
5800,9319,existing,199.5,Onshore Wind Turbine,SW
5801,9320,existing,10,Onshore Wind Turbine,CEN
5802,9321,existing,10,Onshore Wind Turbine,CEN
5803,9322,existing,79.8,Onshore Wind Turbine,CEN
5806,9325,existing,56.7,Onshore Wind Turbine,CEN
5823,9342,existing,15.6,Onshore Wind Turbine,N_CEN
5824,9343,existing,10.4,Onshore Wind Turbine,N_CEN
5831,9351,existing,5,Onshore Wind Turbine,CEN
5832,9352,existing,50.4,Onshore Wind Turbine,CEN
5833,9353,existing,50.4,Onshore Wind Turbine,CEN
5932,9458,existing,130.5,Onshore Wind Turbine,TX
5952,9478,existing,29.9,Onshore Wind Turbine,N_CEN
5953,9479,existing,58.5,Onshore Wind Turbine,N_CEN
5954,9480,existing,75,Onshore Wind Turbine,N_CEN
5955,9481,existing,123,Onshore Wind Turbine,N_CEN
5956,9482,existing,1,Solar Photovoltaic,SW
5986,9512,existing,100,Onshore Wind Turbine,MID_AT
5987,9513,existing,164,Onshore Wind Turbine,MID_AT
5988,9514,existing,100.6,Onshore Wind Turbine,N_CEN
5989,9515,existing,27,Onshore Wind Turbine,SE
5995,9521,existing,100.8,Onshore Wind Turbine,CEN
5996,9522,existing,204,Onshore Wind Turbine,NW
5997,9523,existing,161,Onshore Wind Turbine,NW
5998,9524,existing,163.3,Onshore Wind Turbine,NW
5999,9525,existing,125.4,Onshore Wind Turbine,NW
6000,9526,existing,232.5,Onshore Wind Turbine,TX
6001,9527,existing,200,Onshore Wind Turbine,TX
6004,9530,existing,7.2,Solar Photovoltaic,SW
6005,9531,existing,1,Solar Photovoltaic,SW
6007,9533,existing,90,Onshore Wind Turbine,TX
6019,9545,existing,26,Onshore Wind Turbine,MID_AT
6021,9547,existing,76.5,Onshore Wind Turbine,NW
6022,9548,existing,221,Onshore Wind Turbine,NW
6026,9552,existing,70.2,Onshore Wind Turbine,NW
6027,9553,existing,140.4,Onshore Wind Turbine,NW
6056,9582,existing,75,Onshore Wind Turbine,SW
6057,9583,existing,150,Onshore Wind Turbine,N_CEN
6062,9588,existing,84,Onshore Wind Turbine,TX
6064,9591,existing,80,Onshore Wind Turbine,MID_AT
6065,9592,existing,80,Onshore Wind Turbine,N_CEN
6066,9594,existing,42,Onshore Wind Turbine,NE
6067,9596,existing,38,Onshore Wind Turbine,CA
6070,9599,existing,10.5,Onshore Wind Turbine,NW
6071,9600,existing,12,Onshore Wind Turbine,NW
6072,9601,existing,21,Onshore Wind Turbine,NW
6073,9602,existing,10.5,Onshore Wind Turbine,NW
6074,9603,existing,13.5,Onshore Wind Turbine,NW
6075,9604,existing,19.5,Onshore Wind Turbine,NW
6076,9605,existing,12,Onshore Wind Turbine,NW
6077,9606,existing,21.3,Onshore Wind Turbine,NW
6078,9607,existing,135,Onshore Wind Turbine,CA
6079,9608,existing,161,Onshore Wind Turbine,CEN
6100,9629,existing,98.9,Onshore Wind Turbine,N_CEN
6113,9642,existing,69,Onshore Wind Turbine,N_CEN
6114,9643,existing,1.7,Onshore Wind Turbine,N_CEN
6115,9644,existing,1.7,Onshore Wind Turbine,N_CEN
6116,9645,existing,1,Onshore Wind Turbine,N_CEN
6117,9646,existing,1,Onshore Wind Turbine,N_CEN
6118,9647,existing,1.7,Onshore Wind Turbine,N_CEN
6119,9648,existing,1.7,Onshore Wind Turbine,N_CEN
6120,9649,existing,1.7,Onshore Wind Turbine,N_CEN
6121,9650,existing,1.7,Onshore Wind Turbine,N_CEN
6122,9651,existing,1.7,Onshore Wind Turbine,N_CEN
6123,9652,existing,1.7,Onshore Wind Turbine,N_CEN
6124,9653,existing,1.7,Onshore Wind Turbine,N_CEN
6125,9654,existing,8.4,Onshore Wind Turbine,N_CEN
6139,9668,existing,75.7,Solar Thermal without Energy Storage,SW
6143,9672,existing,24,Onshore Wind Turbine,NE
6145,9675,existing,200,Onshore Wind Turbine,TX
6146,9676,existing,124.2,Onshore Wind Turbine,TX
6147,9677,existing,50.6,Onshore Wind Turbine,N_CEN
6148,9678,existing,145.2,Onshore Wind Turbine,N_CEN
6149,9679,existing,29.7,Onshore Wind Turbine,N_CEN
6150,9680,existing,80,Onshore Wind Turbine,N_CEN
6151,9681,existing,120,Onshore Wind Turbine,CEN
6152,9682,existing,99,Onshore Wind Turbine,N_CEN
6153,9684,existing,135,Onshore Wind Turbine,NW
6154,9685,existing,1.7,Onshore Wind Turbine,N_CEN
6157,9689,existing,80.5,Onshore Wind Turbine,TX
6158,9690,existing,79.5,Onshore Wind Turbine,SW
6159,9691,existing,221,Onshore Wind Turbine,SW
6160,9693,existing,34.5,Onshore Wind Turbine,MID_AT
6169,9706,existing,150,Onshore Wind Turbine,CA
6170,9707,existing,199,Onshore Wind Turbine,NW
6171,9708,existing,100.5,Onshore Wind Turbine,NW
6172,9709,existing,75,Onshore Wind Turbine,NW
6173,9711,existing,31.5,Onshore Wind Turbine,CEN
6174,9712,existing,18,Onshore Wind Turbine,CEN
6177,9715,existing,199.7,Onshore Wind Turbine,N_CEN
6178,9727,existing,48,Onshore Wind Turbine,CEN
6179,9728,existing,100.5,Onshore Wind Turbine,CEN
6194,9743,existing,67.7,Onshore Wind Turbine,N_CEN
6209,9758,existing,198,Onshore Wind Turbine,N_CEN
6210,9759,existing,241,Onshore Wind Turbine,TX
6211,9760,existing,90,Onshore Wind Turbine,SW
6212,9761,existing,151,Onshore Wind Turbine,CEN
6238,9801,existing,0.5,Solar Photovoltaic,NW
6239,9802,existing,44,Onshore Wind Turbine,NW
6240,9803,existing,228.6,Onshore Wind Turbine,NW
6243,9806,existing,60,Onshore Wind Turbine,SW
6254,9820,existing,135,Onshore Wind Turbine,TX
6261,9827,existing,10.5,Onshore Wind Turbine,NW
6262,9828,existing,10,Onshore Wind Turbine,N_CEN
6263,9829,existing,14,Onshore Wind Turbine,N_CEN
6264,9834,existing,120,Onshore Wind Turbine,CEN
6265,9835,existing,150,Onshore Wind Turbine,CEN
6266,9836,existing,59,Onshore Wind Turbine,CA
6267,9837,existing,64.5,Onshore Wind Turbine,NW
6268,9838,existing,7.5,Onshore Wind Turbine,MID_AT
6269,9839,existing,24,Onshore Wind Turbine,MID_AT
6276,9846,existing,53,Onshore Wind Turbine,N_CEN
6277,9847,existing,100.5,Onshore Wind Turbine,N_CEN
6278,9848,existing,50,Onshore Wind Turbine,CA
6279,9850,existing,20,Onshore Wind Turbine,CEN
6280,9851,existing,60,Onshore Wind Turbine,CEN
6287,9858,existing,299,Onshore Wind Turbine,TX
6288,9859,existing,223.5,Onshore Wind Turbine,TX
6289,9860,existing,213,Onshore Wind Turbine,TX
6290,9861,existing,91,Onshore Wind Turbine,NE
6291,9862,existing,33,Onshore Wind Turbine,NE
6292,9863,existing,61,Onshore Wind Turbine,NE
6293,9864,existing,137,Onshore Wind Turbine,NE
6315,9888,existing,1.6,Onshore Wind Turbine,CA
6316,9889,existing,2.4,Onshore Wind Turbine,CA
6320,9893,existing,40.5,Onshore Wind Turbine,CEN
6321,9894,existing,106.5,Onshore Wind Turbine,CEN
6322,9895,existing,18,Onshore Wind Turbine,CA
6323,9896,existing,114,Onshore Wind Turbine,TX
6339,9918,existing,7.2,Onshore Wind Turbine,NW
6340,9919,existing,149.4,Onshore Wind Turbine,NW
6343,9922,existing,15,Onshore Wind Turbine,N_CEN
6344,9923,existing,35,Onshore Wind Turbine,N_CEN
6345,9924,existing,150,Onshore Wind Turbine,N_CEN
6346,9925,existing,15,Onshore Wind Turbine,N_CEN
6347,9926,existing,160.5,Onshore Wind Turbine,N_CEN
6377,9956,existing,120.6,Onshore Wind Turbine,TX
6397,9979,existing,2.1,Solar Photovoltaic,SW
6400,9982,existing,1.8,Onshore Wind Turbine,MID_AT
6401,9983,existing,1.8,Onshore Wind Turbine,MID_AT
6402,9984,existing,1.8,Onshore Wind Turbine,MID_AT
6403,9985,existing,1.8,Onshore Wind Turbine,MID_AT
6404,9986,existing,3,Onshore Wind Turbine,CEN
6412,9996,existing,2,Onshore Wind Turbine,N_CEN
6413,9997,existing,0.6,Onshore Wind Turbine,N_CEN
6415,9999,existing,1.2,Onshore Wind Turbine,N_CEN
6416,10002,existing,98.8,Onshore Wind Turbine,TX
6417,10003,existing,37.5,Onshore Wind Turbine,TX
6418,10004,existing,2,Onshore Wind Turbine,N_CEN
6419,10005,existing,2,Onshore Wind Turbine,N_CEN
6420,10006,existing,2,Onshore Wind Turbine,N_CEN
6421,10007,existing,2,Onshore Wind Turbine,N_CEN
6422,10008,existing,2,Onshore Wind Turbine,N_CEN
6423,10009,existing,2,Onshore Wind Turbine,N_CEN
6424,10010,existing,2,Onshore Wind Turbine,N_CEN
6425,10011,existing,2,Onshore Wind Turbine,N_CEN
6426,10012,existing,2,Onshore Wind Turbine,N_CEN
6427,10013,existing,2,Onshore Wind Turbine,N_CEN
6428,10014,existing,2,Onshore Wind Turbine,N_CEN
6429,10015,existing,2,Onshore Wind Turbine,N_CEN
6433,10019,existing,41,Onshore Wind Turbine,NW
6480,10081,existing,51,Onshore Wind Turbine,N_CEN
6481,10082,existing,162,Onshore Wind Turbine,SW
6482,10083,existing,43.5,Onshore Wind Turbine,N_CEN
6497,10098,existing,59.4,Onshore Wind Turbine,CEN
6498,10099,existing,76.3,Onshore Wind Turbine,N_CEN
6499,10100,existing,12,Onshore Wind Turbine,N_CEN
6528,10132,existing,85.5,Onshore Wind Turbine,N_CEN
6544,10154,existing,11.5,Onshore Wind Turbine,N_CEN
6576,10186,existing,22.4,Onshore Wind Turbine,CA
6577,10187,existing,160,Onshore Wind Turbine,TX
6580,10190,existing,30,Onshore Wind Turbine,NW
6592,10202,existing,61.5,Onshore Wind Turbine,N_CEN
6595,10205,existing,204,Onshore Wind Turbine,SW
6596,10206,existing,51,Onshore Wind Turbine,CEN
6597,10207,existing,51,Onshore Wind Turbine,CEN
6598,10208,existing,144,Onshore Wind Turbine,NW
6599,10209,existing,40.5,Onshore Wind Turbine,CEN
6603,10213,existing,74.3,Onshore Wind Turbine,CEN
6608,10231,existing,16.2,Onshore Wind Turbine,CA
6609,10232,existing,145.8,Onshore Wind Turbine,CA
6623,10254,existing,3,Onshore Wind Turbine,N_CEN
6624,10255,existing,8,Onshore Wind Turbine,N_CEN
6625,10256,existing,32,Onshore Wind Turbine,N_CEN
6629,10260,existing,30,Onshore Wind Turbine,MID_AT
6667,10302,existing,61.5,Onshore Wind Turbine,CA
6668,10303,existing,41,Onshore Wind Turbine,CA
6669,10304,existing,98,Onshore Wind Turbine,N_CEN
6679,10315,existing,3.8,Onshore Wind Turbine,N_CEN
6680,10316,existing,64.5,Onshore Wind Turbine,MID_AT
6694,10330,existing,4.5,Onshore Wind Turbine,CEN
6695,10331,existing,2.6,Onshore Wind Turbine,CEN
6696,10332,existing,167.7,Onshore Wind Turbine,TX
6709,10345,existing,122.8,Onshore Wind Turbine,NW
6718,10354,existing,66,Onshore Wind Turbine,MID_AT
6724,10360,existing,2,Onshore Wind Turbine,N_CEN
6725,10361,existing,2,Onshore Wind Turbine,N_CEN
6738,10374,existing,152,Onshore Wind Turbine,TX
6755,10397,existing,1.8,Onshore Wind Turbine,N_CEN
6808,10461,existing,24.5,Onshore Wind Turbine,NW
6847,10526,existing,42,Onshore Wind Turbine,N_CEN
6853,10532,existing,1.5,Onshore Wind Turbine,N_CEN
6856,10535,existing,15,Onshore Wind Turbine,MID_AT
6857,10536,existing,80,Onshore Wind Turbine,N_CEN
6858,10537,existing,9,Onshore Wind Turbine,MID_AT
6869,10550,existing,82,Onshore Wind Turbine,TX
6870,10551,existing,78,Onshore Wind Turbine,TX
6871,10552,existing,30,Onshore Wind Turbine,NE
6876,10557,existing,1.5,Onshore Wind Turbine,N_CEN
6901,10584,existing,11.5,Onshore Wind Turbine,NE
6933,10638,existing,82.5,Onshore Wind Turbine,TX
6934,10639,existing,30,Onshore Wind Turbine,N_CEN
6935,10640,existing,29.7,Onshore Wind Turbine,SW
6936,10641,existing,50,Onshore Wind Turbine,NW
6937,10642,existing,25.2,Onshore Wind Turbine,NW
6938,10643,existing,24.6,Onshore Wind Turbine,NW
6947,10652,existing,112,Onshore Wind Turbine,CEN
6951,10656,existing,44.4,Onshore Wind Turbine,CA
6952,10657,existing,22.2,Onshore Wind Turbine,CA
7090,10808,existing,16.8,Onshore Wind Turbine,NW
7091,10809,existing,24.8,Onshore Wind Turbine,NW
7092,10810,existing,1.8,Onshore Wind Turbine,NW
7093,10811,existing,41.4,Onshore Wind Turbine,NW
7131,10874,existing,278,Onshore Wind Turbine,TX
7132,10875,existing,80,Onshore Wind Turbine,CEN
7133,10877,existing,1.9,Onshore Wind Turbine,N_CEN
7134,10878,existing,1.9,Onshore Wind Turbine,N_CEN
7135,10879,existing,1.9,Onshore Wind Turbine,N_CEN
7136,10880,existing,1.9,Onshore Wind Turbine,N_CEN
7137,10881,existing,1.9,Onshore Wind Turbine,N_CEN
7138,10882,existing,1.9,Onshore Wind Turbine,N_CEN
7139,10883,existing,1.9,Onshore Wind Turbine,N_CEN
7140,10884,existing,1.9,Onshore Wind Turbine,N_CEN
7141,10885,existing,1.9,Onshore Wind Turbine,N_CEN
7142,10886,existing,1.9,Onshore Wind Turbine,N_CEN
7143,10887,existing,1.9,Onshore Wind Turbine,N_CEN
7144,10888,existing,1.9,Onshore Wind Turbine,N_CEN
7145,10889,existing,1.9,Onshore Wind Turbine,N_CEN
7146,10890,existing,1.9,Onshore Wind Turbine,N_CEN
7147,10891,existing,1.9,Onshore Wind Turbine,N_CEN
7148,10892,existing,176.9,Onshore Wind Turbine,NW
7402,11176,existing,16.5,Onshore Wind Turbine,CA
7459,11256,existing,6.6,Onshore Wind Turbine,NE
7460,11257,existing,75,Onshore Wind Turbine,TX
7485,11282,existing,11.8,Onshore Wind Turbine,N_CEN
7486,11283,existing,11.2,Onshore Wind Turbine,N_CEN
7507,11304,existing,10.2,Onshore Wind Turbine,N_CEN
7597,11411,existing,80.2,Onshore Wind Turbine,N_CEN
7667,11490,existing,103.5,Onshore Wind Turbine,N_CEN
7861,11696,existing,107.2,Onshore Wind Turbine,N_CEN
7869,11704,existing,5.2,Onshore Wind Turbine,SW
8052,11899,existing,25,Onshore Wind Turbine,NW
8298,12196,existing,34.3,Onshore Wind Turbine,TX
8336,12258,existing,46.8,Onshore Wind Turbine,CA
8379,12315,existing,13.6,Onshore Wind Turbine,CA
8380,12316,existing,8.3,Onshore Wind Turbine,CA
8482,12533,existing,112.5,Onshore Wind Turbine,N_CEN
8483,12534,existing,0.7,Onshore Wind Turbine,N_CEN
8484,12535,existing,0.7,Onshore Wind Turbine,N_CEN
8582,12666,existing,6.5,Onshore Wind Turbine,CA
8683,12803,existing,11.7,Onshore Wind Turbine,CA
8684,12804,existing,5.5,Onshore Wind Turbine,CA
8685,12805,existing,7.3,Onshore Wind Turbine,CA
8739,12872,existing,9.6,Onshore Wind Turbine,CA
8740,12873,existing,9.1,Onshore Wind Turbine,CA
8741,12874,existing,28.7,Onshore Wind Turbine,CA
8903,13138,existing,49.5,Onshore Wind Turbine,CA
8904,13139,existing,15.5,Onshore Wind Turbine,CA
9002,13332,existing,0.1,Onshore Wind Turbine,CA
9003,13333,existing,4.5,Onshore Wind Turbine,CA
9005,13335,existing,3,Onshore Wind Turbine,CA
9007,13337,existing,7.5,Onshore Wind Turbine,CA
9201,13644,existing,1.8,Onshore Wind Turbine,CA
9202,13645,existing,21.2,Onshore Wind Turbine,CA
9203,13646,existing,14.1,Onshore Wind Turbine,CA
9204,13647,existing,18.4,Onshore Wind Turbine,CA
9205,13648,existing,22,Onshore Wind Turbine,CA
9212,13686,existing,22.5,Onshore Wind Turbine,CA
9213,13687,existing,23.5,Onshore Wind Turbine,CA
9214,13688,existing,29,Onshore Wind Turbine,CA
9429,14136,existing,40.5,Onshore Wind Turbine,CA
9430,14137,existing,48,Onshore Wind Turbine,CA
9431,14138,existing,3,Onshore Wind Turbine,CA
9500,14224,existing,22,Solar Photovoltaic,SW
9521,14268,existing,3.7,Onshore Wind Turbine,CA
9522,14269,existing,23.1,Onshore Wind Turbine,CA
9523,14270,existing,4.2,Onshore Wind Turbine,CA
9524,14271,existing,3.5,Onshore Wind Turbine,CA
9566,14343,existing,43.4,Onshore Wind Turbine,CA
9697,14506,existing,20,Onshore Wind Turbine,CA
9698,14507,existing,38.9,Onshore Wind Turbine,CA
9709,14524,existing,76.9,Onshore Wind Turbine,CA
9710,14525,existing,29.9,Onshore Wind Turbine,CA
9711,14527,existing,19,Onshore Wind Turbine,CA
9712,14528,existing,17.3,Onshore Wind Turbine,CA
9713,14529,existing,1.5,Onshore Wind Turbine,CA
9740,14574,existing,3.4,Onshore Wind Turbine,CA
9741,14575,existing,21.7,Onshore Wind Turbine,CA
9863,14772,existing,15.3,Onshore Wind Turbine,CA
9962,14935,existing,31,Onshore Wind Turbine,CA
9970,14943,existing,5.9,Onshore Wind Turbine,CA
10253,15394,existing,0.6,Onshore Wind Turbine,NE
10254,15395,existing,0.6,Onshore Wind Turbine,NE
10256,15397,existing,0.1,Solar Photovoltaic,NE
10365,15532,existing,11.7,Onshore Wind Turbine,CA
10442,15667,existing,29,Onshore Wind Turbine,CA
10445,15670,existing,59.6,Onshore Wind Turbine,CA
10575,15841,existing,92,Solar Thermal without Energy Storage,CA
10576,15842,existing,92,Solar Thermal without Energy Storage,CA
10577,15843,existing,35,Solar Thermal without Energy Storage,CA
10578,15844,existing,35,Solar Thermal without Energy Storage,CA
