,id,operational_status,capacity_mw,technology_description,OEO_region
2274,5085,existing,1,Solar Photovoltaic,MID_AT
2275,5086,existing,24,Solar Photovoltaic,SW
2276,5087,existing,26,Solar Photovoltaic,SW
2277,5088,existing,26,Solar Photovoltaic,SW
2278,5089,existing,26,Solar Photovoltaic,SW
2279,5090,existing,25,Solar Photovoltaic,SW
2280,5091,existing,28,Solar Photovoltaic,SW
2281,5092,existing,26,Solar Photovoltaic,SW
2282,5093,existing,27,Solar Photovoltaic,SW
2283,5094,existing,21,Solar Photovoltaic,SW
2284,5095,existing,26,Solar Photovoltaic,SW
2288,5099,existing,1.5,Solar Photovoltaic,CA
2289,5100,existing,1.8,Solar Photovoltaic,CA
2290,5101,existing,5,Solar Photovoltaic,CA
2291,5102,existing,2,Solar Photovoltaic,CA
2292,5103,existing,50.4,Onshore Wind Turbine,N_CEN
2293,5104,existing,5,Solar Photovoltaic,CA
2294,5105,existing,2.5,Solar Photovoltaic,CA
2295,5106,existing,40,Onshore Wind Turbine,MID_AT
2296,5111,existing,298,Onshore Wind Turbine,CEN
2299,5114,existing,299.7,Onshore Wind Turbine,CEN
2301,5116,existing,0.5,Solar Photovoltaic,SW
2302,5117,existing,175,Onshore Wind Turbine,N_CEN
2303,5130,existing,2.4,Solar Photovoltaic,SE
2304,5131,existing,16,Solar Photovoltaic,SE
2305,5132,existing,29.4,Onshore Wind Turbine,N_CEN
2306,5133,existing,20,Onshore Wind Turbine,N_CEN
2307,5134,existing,1.2,Solar Photovoltaic,CA
2308,5135,existing,1,Solar Photovoltaic,CA
2309,5137,existing,2.5,Onshore Wind Turbine,N_CEN
2310,5138,existing,2.5,Onshore Wind Turbine,N_CEN
2311,5139,existing,140.8,Onshore Wind Turbine,N_CEN
2312,5140,existing,119.6,Onshore Wind Turbine,N_CEN
2313,5141,existing,251,Onshore Wind Turbine,N_CEN
2314,5142,existing,4.7,Onshore Wind Turbine,N_CEN
2315,5143,existing,86.8,Onshore Wind Turbine,N_CEN
2316,5144,existing,115,Onshore Wind Turbine,N_CEN
2317,5145,existing,89.2,Onshore Wind Turbine,N_CEN
2318,5146,existing,89.1,Onshore Wind Turbine,N_CEN
2319,5147,existing,100.8,Onshore Wind Turbine,N_CEN
2320,5148,existing,16.4,Onshore Wind Turbine,N_CEN
2321,5151,existing,4.9,Solar Photovoltaic,SE
2322,5152,existing,5,Solar Photovoltaic,SE
2323,5153,existing,8.6,Solar Photovoltaic,MID_AT
2324,5154,existing,20,Solar Photovoltaic,NE
2325,5155,existing,5,Solar Photovoltaic,SE
2328,5158,existing,205,Onshore Wind Turbine,N_CEN
2329,5159,existing,3,Solar Photovoltaic,NE
2331,5161,existing,5,Solar Photovoltaic,SE
2332,5162,existing,5,Solar Photovoltaic,SE
2333,5163,existing,5,Solar Photovoltaic,SE
2336,5166,existing,5,Solar Photovoltaic,SE
2337,5167,existing,5,Solar Photovoltaic,SE
2338,5168,existing,5,Solar Photovoltaic,SE
2339,5169,existing,5,Solar Photovoltaic,SE
2340,5170,existing,5,Solar Photovoltaic,SE
2341,5171,existing,5,Solar Photovoltaic,SE
2342,5172,existing,5,Solar Photovoltaic,SE
2343,5173,existing,5,Solar Photovoltaic,SE
2344,5174,existing,5,Solar Photovoltaic,SE
2345,5175,existing,5,Solar Photovoltaic,SE
2346,5176,existing,2,Solar Photovoltaic,SE
2347,5177,existing,65,Solar Photovoltaic,SE
2348,5178,existing,5,Solar Photovoltaic,MID_AT
2349,5179,existing,5,Solar Photovoltaic,SE
2350,5180,existing,5,Solar Photovoltaic,SE
2351,5181,existing,20,Solar Photovoltaic,MID_AT
2352,5182,existing,5,Solar Photovoltaic,SE
2353,5183,existing,5,Solar Photovoltaic,SW
2354,5184,existing,0.5,Solar Photovoltaic,SE
2355,5185,existing,0.5,Solar Photovoltaic,SE
2356,5186,existing,0.5,Solar Photovoltaic,SE
2357,5187,existing,0.5,Solar Photovoltaic,SE
2358,5188,existing,0.5,Solar Photovoltaic,SE
2359,5189,existing,0.5,Solar Photovoltaic,SE
2360,5190,existing,0.5,Solar Photovoltaic,SE
2361,5191,existing,0.5,Solar Photovoltaic,SE
2362,5192,existing,0.5,Solar Photovoltaic,SE
2363,5193,existing,0.5,Solar Photovoltaic,NE
2364,5194,existing,0.3,Solar Photovoltaic,NE
2365,5195,existing,0.5,Solar Photovoltaic,NE
2366,5196,existing,110,Onshore Wind Turbine,TX
2367,5198,existing,51.8,Onshore Wind Turbine,CEN
2373,5204,existing,30,Onshore Wind Turbine,SW
2374,5205,existing,51,Solar Photovoltaic,SW
2375,5206,existing,1,Solar Photovoltaic,SW
2376,5207,existing,16.6,Solar Photovoltaic,CA
2377,5208,existing,44,Onshore Wind Turbine,N_CEN
2378,5209,existing,111,Onshore Wind Turbine,N_CEN
2379,5210,existing,5,Solar Photovoltaic,SE
2380,5211,existing,5,Solar Photovoltaic,SE
2384,5219,existing,2.3,Solar Photovoltaic,NE
2386,5221,existing,0.5,Solar Photovoltaic,MID_AT
2387,5222,existing,0.8,Solar Photovoltaic,MID_AT
2397,5248,existing,1.5,Solar Photovoltaic,CA
2398,5249,existing,1.5,Solar Photovoltaic,CA
2407,5258,existing,5,Solar Photovoltaic,SE
2413,5264,existing,5,Solar Photovoltaic,SE
2414,5265,existing,5,Solar Photovoltaic,SE
2415,5266,existing,5,Solar Photovoltaic,SE
2416,5267,existing,5,Solar Photovoltaic,SE
2417,5268,existing,5,Solar Photovoltaic,SE
2418,5269,existing,0.5,Solar Photovoltaic,SE
2419,5270,existing,0.5,Solar Photovoltaic,SE
2420,5271,existing,0.5,Solar Photovoltaic,SE
2421,5272,existing,0.5,Solar Photovoltaic,SE
2422,5273,existing,0.5,Solar Photovoltaic,SE
2423,5274,existing,0.5,Solar Photovoltaic,SE
2424,5275,existing,0.5,Solar Photovoltaic,SE
2425,5276,existing,0.5,Solar Photovoltaic,SE
2426,5277,existing,0.5,Solar Photovoltaic,SE
2427,5278,existing,0.5,Solar Photovoltaic,SE
2428,5287,existing,2,Solar Photovoltaic,SE
2429,5288,existing,0.5,Solar Photovoltaic,SE
2430,5289,existing,0.5,Solar Photovoltaic,SE
2431,5290,existing,0.5,Solar Photovoltaic,SE
2432,5291,existing,0.5,Solar Photovoltaic,SE
2433,5292,existing,0.5,Solar Photovoltaic,SE
2434,5293,existing,0.5,Solar Photovoltaic,SE
2435,5294,existing,0.5,Solar Photovoltaic,SE
2436,5295,existing,0.5,Solar Photovoltaic,SE
2437,5304,existing,5,Solar Photovoltaic,SE
2438,5305,existing,1.3,Solar Photovoltaic,MID_AT
2439,5306,existing,1,Solar Photovoltaic,N_CEN
2440,5307,existing,1,Solar Photovoltaic,N_CEN
2441,5308,existing,1,Solar Photovoltaic,N_CEN
2442,5309,existing,1.9,Solar Photovoltaic,SW
2443,5310,existing,11.4,Solar Photovoltaic,MID_AT
2444,5311,existing,19.4,Solar Photovoltaic,SE
2445,5312,existing,5,Solar Photovoltaic,SE
2446,5313,existing,1.5,Solar Photovoltaic,NE
2447,5314,existing,2.5,Solar Photovoltaic,NE
2448,5315,existing,1.5,Solar Photovoltaic,NE
2449,5316,existing,1,Solar Photovoltaic,NE
2450,5317,existing,2,Solar Photovoltaic,NE
2451,5318,existing,2.5,Solar Photovoltaic,NE
2452,5319,existing,1,Solar Photovoltaic,NE
2455,5322,existing,5,Solar Photovoltaic,SE
2456,5328,existing,194,Onshore Wind Turbine,TX
2457,5329,existing,161,Onshore Wind Turbine,TX
2458,5330,existing,200,Onshore Wind Turbine,TX
2459,5331,existing,200,Onshore Wind Turbine,TX
2460,5332,existing,250,Onshore Wind Turbine,CEN
2461,5333,existing,8,Solar Photovoltaic,N_CEN
2462,5334,existing,28.6,Onshore Wind Turbine,SW
2463,5335,existing,34,Onshore Wind Turbine,SW
2464,5336,existing,16.2,Onshore Wind Turbine,NE
2467,5339,existing,205.7,Onshore Wind Turbine,CEN
2470,5342,existing,257,Onshore Wind Turbine,TX
2471,5343,existing,288.6,Onshore Wind Turbine,TX
2472,5344,existing,1.5,Solar Photovoltaic,CA
2473,5345,existing,2,Solar Photovoltaic,CA
2474,5346,existing,2,Solar Photovoltaic,CA
2475,5347,existing,1.5,Solar Photovoltaic,CA
2476,5348,existing,1.5,Solar Photovoltaic,CA
2477,5349,existing,2,Solar Photovoltaic,CA
2478,5350,existing,1.5,Solar Photovoltaic,CA
2479,5351,existing,1,Solar Photovoltaic,CA
2480,5352,existing,1.5,Solar Photovoltaic,CA
2481,5353,existing,1.5,Solar Photovoltaic,CA
2482,5354,existing,1.5,Solar Photovoltaic,CA
2483,5355,existing,1.5,Solar Photovoltaic,CA
2484,5356,existing,1.5,Solar Photovoltaic,CA
2485,5357,existing,5,Solar Photovoltaic,CA
2486,5358,existing,1,Solar Photovoltaic,NE
2487,5359,existing,1,Solar Photovoltaic,CA
2490,5362,existing,5,Solar Photovoltaic,SE
2491,5363,existing,4.5,Solar Photovoltaic,SE
2492,5366,existing,5,Solar Photovoltaic,SE
2493,5367,existing,5,Solar Photovoltaic,SE
2494,5368,existing,3,Solar Photovoltaic,SE
2495,5369,existing,3,Solar Photovoltaic,SE
2496,5371,existing,4,Solar Photovoltaic,SE
2497,5373,existing,3,Solar Photovoltaic,SE
2498,5374,existing,5,Solar Photovoltaic,SE
2499,5375,existing,3,Solar Photovoltaic,SE
2500,5378,existing,5,Solar Photovoltaic,SE
2501,5379,existing,5,Solar Photovoltaic,SE
2502,5382,existing,5,Solar Photovoltaic,SE
2503,5383,existing,8,Solar Photovoltaic,CA
2504,5384,existing,181.7,Onshore Wind Turbine,TX
2505,5385,existing,74.8,Onshore Wind Turbine,N_CEN
2506,5386,existing,12,Solar Photovoltaic,CA
2507,5387,existing,39.6,Solar Photovoltaic,TX
2508,5388,existing,4.4,Solar Photovoltaic,TX
2514,5402,existing,62.5,Solar Photovoltaic,CA
2515,5403,existing,20,Solar Photovoltaic,CA
2516,5404,existing,12,Solar Photovoltaic,CA
2517,5405,existing,30.2,Solar Photovoltaic,TX
2518,5406,existing,1.6,Solar Photovoltaic,SW
2519,5407,existing,1.1,Solar Photovoltaic,SW
2524,5412,existing,4,Solar Photovoltaic,N_CEN
2525,5413,existing,2,Solar Photovoltaic,NE
2526,5414,existing,20,Solar Photovoltaic,SE
2527,5415,existing,2.5,Solar Photovoltaic,SE
2536,5427,existing,400,Onshore Wind Turbine,CEN
2537,5429,existing,78,Onshore Wind Turbine,N_CEN
2538,5430,existing,13,Onshore Wind Turbine,N_CEN
2539,5431,existing,100,Onshore Wind Turbine,N_CEN
2540,5432,existing,1.3,Solar Photovoltaic,SW
2547,5439,existing,51,Onshore Wind Turbine,NE
2549,5442,existing,150.4,Onshore Wind Turbine,CEN
2550,5443,existing,6.3,Solar Photovoltaic,NE
2551,5444,existing,150,Onshore Wind Turbine,TX
2552,5445,existing,2.6,Solar Photovoltaic,NE
2558,5451,existing,110.4,Onshore Wind Turbine,N_CEN
2559,5453,existing,5,Solar Photovoltaic,SE
2560,5454,existing,5,Solar Photovoltaic,SE
2561,5455,existing,5,Solar Photovoltaic,MID_AT
2562,5456,existing,5,Solar Photovoltaic,SE
2563,5457,existing,5,Solar Photovoltaic,SE
2564,5458,existing,3.5,Solar Photovoltaic,SE
2565,5459,existing,5,Solar Photovoltaic,SE
2566,5460,existing,50.7,Onshore Wind Turbine,CEN
2567,5461,existing,4,Solar Photovoltaic,MID_AT
2568,5466,existing,1.7,Onshore Wind Turbine,NE
2569,5467,existing,1.7,Onshore Wind Turbine,NE
2570,5468,existing,80,Solar Photovoltaic,SW
2571,5470,existing,200,Onshore Wind Turbine,N_CEN
2572,5471,existing,200,Onshore Wind Turbine,N_CEN
2573,5485,existing,2.3,Solar Photovoltaic,MID_AT
2574,5486,existing,1.7,Solar Photovoltaic,MID_AT
2575,5489,existing,3,Solar Photovoltaic,NE
2576,5490,existing,20,Solar Photovoltaic,SE
2577,5491,existing,1,Solar Photovoltaic,NE
2578,5492,existing,37.9,Solar Photovoltaic,CA
2579,5493,existing,37.9,Solar Photovoltaic,CA
2580,5494,existing,37.9,Solar Photovoltaic,CA
2581,5495,existing,37.9,Solar Photovoltaic,CA
2582,5496,existing,37.9,Solar Photovoltaic,CA
2583,5497,existing,34.1,Solar Photovoltaic,CA
2584,5498,existing,75.9,Solar Photovoltaic,CA
2585,5502,existing,16.2,Solar Photovoltaic,SW
2586,5503,existing,35,Solar Photovoltaic,SW
2587,5504,existing,36.6,Solar Photovoltaic,SW
2588,5505,existing,35,Solar Photovoltaic,SW
2589,5506,existing,35.7,Solar Photovoltaic,SW
2590,5507,existing,37.2,Solar Photovoltaic,SW
2591,5508,existing,27.9,Solar Photovoltaic,SW
2592,5509,existing,26.4,Solar Photovoltaic,SW
2593,5510,existing,2.6,Solar Photovoltaic,N_CEN
2594,5511,existing,1.5,Solar Photovoltaic,CA
2595,5512,existing,1.5,Solar Photovoltaic,CA
2597,5518,existing,1,Solar Photovoltaic,CA
2598,5520,existing,1,Solar Photovoltaic,CA
2599,5521,existing,1,Solar Photovoltaic,CA
2600,5522,existing,3,Solar Photovoltaic,SW
2601,5523,existing,2,Solar Photovoltaic,MID_AT
2602,5524,existing,3.4,Onshore Wind Turbine,MID_AT
2608,5530,existing,30,Solar Photovoltaic,SE
2609,5531,existing,10,Solar Photovoltaic,CA
2610,5532,existing,20,Solar Photovoltaic,CA
2611,5533,existing,0.5,Solar Photovoltaic,CA
2612,5534,existing,1,Solar Photovoltaic,CA
2617,5539,existing,1.8,Solar Photovoltaic,NE
2618,5540,existing,20,Solar Photovoltaic,SE
2621,5543,existing,20,Solar Photovoltaic,CA
2622,5544,existing,22.8,Onshore Wind Turbine,NE
2623,5547,existing,1.2,Solar Photovoltaic,SE
2624,5550,existing,18,Solar Photovoltaic,CA
2625,5551,existing,9,Solar Photovoltaic,N_CEN
2627,5554,existing,1.5,Solar Photovoltaic,CA
2628,5555,existing,1.5,Solar Photovoltaic,CA
2629,5556,existing,1.5,Solar Photovoltaic,CA
2630,5557,existing,1.5,Solar Photovoltaic,CA
2631,5558,existing,25.7,Onshore Wind Turbine,NE
2632,5559,existing,8.5,Onshore Wind Turbine,NE
2636,5563,existing,5,Solar Photovoltaic,SE
2637,5564,existing,3,Solar Photovoltaic,SW
2638,5565,existing,2.2,Solar Photovoltaic,SW
2639,5566,existing,3,Solar Photovoltaic,SW
2640,5567,existing,3,Solar Photovoltaic,SW
2641,5568,existing,3,Solar Photovoltaic,SW
2642,5569,existing,3,Solar Photovoltaic,SW
2643,5570,existing,3,Solar Photovoltaic,SW
2644,5572,existing,211.2,Onshore Wind Turbine,TX
2646,5574,existing,74.8,Onshore Wind Turbine,CEN
2647,5578,existing,51.7,Solar Photovoltaic,CA
2648,5579,existing,51.7,Solar Photovoltaic,CA
2649,5580,existing,51.7,Solar Photovoltaic,CA
2651,5582,existing,18.5,Solar Photovoltaic,CA
2652,5583,existing,1,Solar Photovoltaic,SW
2653,5584,existing,1,Solar Photovoltaic,SW
2654,5585,existing,100.3,Onshore Wind Turbine,N_CEN
2655,5586,existing,2,Solar Photovoltaic,NE
2656,5593,existing,3,Solar Photovoltaic,NE
2657,5594,existing,1.5,Solar Photovoltaic,CA
2658,5595,existing,1,Solar Photovoltaic,CA
2659,5596,existing,74.8,Onshore Wind Turbine,N_CEN
2661,5598,existing,1.5,Solar Photovoltaic,CA
2664,5601,existing,2.3,Solar Photovoltaic,CEN
2671,5608,existing,0.9,Solar Photovoltaic,SE
2672,5609,existing,0.9,Solar Photovoltaic,SE
2673,5610,existing,266.8,Onshore Wind Turbine,NW
2676,5613,existing,5,Solar Photovoltaic,MID_AT
2677,5614,existing,3.2,Solar Photovoltaic,NE
2679,5616,existing,7.9,Solar Photovoltaic,MID_AT
2685,5622,existing,1.5,Solar Photovoltaic,NE
2693,5630,existing,10.1,Solar Photovoltaic,N_CEN
2695,5632,existing,5,Solar Photovoltaic,NE
2696,5633,existing,8.6,Solar Photovoltaic,N_CEN
2697,5634,existing,10,Solar Photovoltaic,N_CEN
2699,5636,existing,2,Solar Photovoltaic,NE
2700,5638,existing,2,Onshore Wind Turbine,SW
2701,5639,existing,2,Onshore Wind Turbine,SW
2702,5640,existing,2,Onshore Wind Turbine,SW
2703,5641,existing,2,Onshore Wind Turbine,SW
2704,5642,existing,1,Solar Photovoltaic,SW
2707,5645,existing,5.7,Solar Photovoltaic,CA
2708,5646,existing,20,Solar Photovoltaic,SW
2709,5647,existing,2.5,Solar Photovoltaic,SW
2710,5648,existing,25.2,Solar Photovoltaic,CA
2711,5649,existing,25.2,Solar Photovoltaic,CA
2712,5650,existing,29,Solar Photovoltaic,CA
2713,5651,existing,29,Solar Photovoltaic,CA
2714,5652,existing,22.7,Solar Photovoltaic,CA
2715,5653,existing,13.9,Solar Photovoltaic,CA
2716,5654,existing,26.5,Solar Photovoltaic,CA
2717,5655,existing,39.1,Solar Photovoltaic,CA
2718,5656,existing,39.1,Solar Photovoltaic,CA
2719,5657,existing,1.8,Solar Photovoltaic,NE
2720,5658,existing,1,Solar Photovoltaic,SW
2721,5659,existing,6.5,Solar Photovoltaic,SW
2722,5660,existing,2.5,Solar Photovoltaic,SE
2724,5662,existing,40.7,Solar Photovoltaic,TX
2725,5663,existing,3,Solar Photovoltaic,MID_AT
2726,5664,existing,1.5,Solar Photovoltaic,MID_AT
2727,5665,existing,4,Solar Photovoltaic,NE
2729,5667,existing,0.5,Solar Photovoltaic,SE
2730,5668,existing,0.5,Solar Photovoltaic,SE
2731,5669,existing,0.5,Solar Photovoltaic,SE
2732,5670,existing,0.5,Solar Photovoltaic,SE
2733,5671,existing,4,Solar Photovoltaic,CA
2734,5672,existing,1,Solar Photovoltaic,CA
2742,5680,existing,1,Solar Photovoltaic,CA
2743,5681,existing,1.1,Solar Photovoltaic,SE
2745,5683,existing,1,Solar Photovoltaic,CA
2746,5684,existing,8.4,Solar Photovoltaic,SW
2747,5685,existing,8,Solar Photovoltaic,SW
2748,5686,existing,2.8,Solar Photovoltaic,MID_AT
2749,5687,existing,1.8,Solar Photovoltaic,SW
2750,5688,existing,1.6,Solar Photovoltaic,SW
2752,5690,existing,1.1,Solar Photovoltaic,SE
2753,5691,existing,1,Solar Photovoltaic,SE
2754,5692,existing,2.3,Solar Photovoltaic,CA
2755,5693,existing,4,Solar Photovoltaic,CA
2756,5694,existing,3.1,Solar Photovoltaic,MID_AT
2757,5698,existing,1,Solar Photovoltaic,CA
2758,5699,existing,1.5,Solar Photovoltaic,CA
2759,5700,existing,1.5,Solar Photovoltaic,CA
2760,5715,existing,4,Solar Photovoltaic,CA
2761,5716,existing,6.6,Solar Photovoltaic,MID_AT
2764,5720,existing,10,Solar Photovoltaic,CA
2765,5721,existing,15,Solar Photovoltaic,SW
2766,5722,existing,5,Solar Photovoltaic,CA
2767,5723,existing,20,Solar Photovoltaic,CA
2768,5724,existing,20,Solar Photovoltaic,CA
2771,5727,existing,1.5,Solar Photovoltaic,N_CEN
2772,5728,existing,3.5,Solar Photovoltaic,SE
2773,5729,existing,3.5,Solar Photovoltaic,SE
2774,5730,existing,4,Solar Photovoltaic,SE
2775,5731,existing,3.5,Solar Photovoltaic,SE
2776,5732,existing,1.2,Solar Photovoltaic,SE
2777,5733,existing,30,Solar Photovoltaic,SW
2778,5734,existing,20,Solar Photovoltaic,SW
2779,5735,existing,10,Solar Photovoltaic,TX
2780,5736,existing,2.5,Solar Photovoltaic,SE
2781,5737,existing,20,Solar Photovoltaic,SW
2782,5738,existing,1,Solar Photovoltaic,SE
2786,5742,existing,16,Solar Photovoltaic,MID_AT
2787,5743,existing,7.7,Solar Photovoltaic,SE
2788,5744,existing,1,Solar Photovoltaic,SW
2789,5745,existing,5,Solar Photovoltaic,MID_AT
2790,5746,existing,2,Solar Photovoltaic,CEN
2793,5749,existing,3.3,Solar Photovoltaic,SW
2797,5753,existing,249.8,Onshore Wind Turbine,CEN
2798,5754,existing,4,Solar Photovoltaic,MID_AT
2803,5763,existing,147.4,Solar Photovoltaic,CA
2805,5765,existing,9.9,Onshore Wind Turbine,CEN
2806,5766,existing,9.9,Onshore Wind Turbine,CEN
2807,5767,existing,5.5,Solar Photovoltaic,MID_AT
2808,5768,existing,36.5,Solar Photovoltaic,CA
2809,5769,existing,41.9,Solar Photovoltaic,CA
2810,5770,existing,26.9,Solar Photovoltaic,CA
2811,5771,existing,31.4,Solar Photovoltaic,CA
2812,5772,existing,31.4,Solar Photovoltaic,CA
2813,5773,existing,39.6,Solar Photovoltaic,CA
2814,5774,existing,21,Solar Photovoltaic,CA
2815,5775,existing,41.9,Solar Photovoltaic,CA
2816,5776,existing,1.6,Onshore Wind Turbine,N_CEN
2817,5777,existing,1.6,Onshore Wind Turbine,N_CEN
2818,5778,existing,1.6,Onshore Wind Turbine,N_CEN
2819,5779,existing,1.6,Onshore Wind Turbine,N_CEN
2820,5780,existing,1.6,Onshore Wind Turbine,N_CEN
2821,5781,existing,1.6,Onshore Wind Turbine,N_CEN
2825,5785,existing,0.5,Solar Photovoltaic,CA
2826,5786,existing,1.5,Solar Photovoltaic,CA
2827,5787,existing,4,Solar Photovoltaic,SE
2828,5788,existing,1.5,Solar Photovoltaic,CA
2829,5789,existing,1.5,Solar Photovoltaic,CA
2830,5790,existing,1.5,Solar Photovoltaic,CA
2831,5791,existing,1,Solar Photovoltaic,CA
2832,5792,existing,1.5,Solar Photovoltaic,CA
2833,5793,existing,1.5,Solar Photovoltaic,CA
2834,5794,existing,1,Solar Photovoltaic,CA
2835,5795,existing,1,Solar Photovoltaic,CA
2836,5796,existing,1.5,Solar Photovoltaic,CA
2837,5797,existing,1.5,Solar Photovoltaic,CA
2838,5798,existing,1.5,Solar Photovoltaic,CA
2839,5799,existing,1,Solar Photovoltaic,CA
2840,5800,existing,1,Solar Photovoltaic,CA
2841,5801,existing,8,Onshore Wind Turbine,N_CEN
2842,5802,existing,1,Solar Photovoltaic,MID_AT
2843,5803,existing,4.3,Onshore Wind Turbine,NW
2867,5830,existing,4.2,Solar Photovoltaic,SE
2868,5831,existing,26.6,Solar Photovoltaic,CA
2869,5832,existing,19,Solar Photovoltaic,CA
2870,5833,existing,34.2,Solar Photovoltaic,CA
2871,5834,existing,34.2,Solar Photovoltaic,CA
2872,5835,existing,26.6,Solar Photovoltaic,CA
2873,5836,existing,34.2,Solar Photovoltaic,CA
2884,5849,existing,9,Onshore Wind Turbine,TX
2885,5850,existing,3,Solar Photovoltaic,NE
2890,5863,existing,5,Solar Photovoltaic,CA
2891,5864,existing,5,Solar Photovoltaic,CA
2892,5865,existing,10,Solar Photovoltaic,CA
2893,5866,existing,200,Onshore Wind Turbine,MID_AT
2894,5867,existing,1.5,Onshore Wind Turbine,N_CEN
2895,5877,existing,1,Solar Photovoltaic,NE
2896,5878,existing,2,Solar Photovoltaic,NE
2897,5879,existing,3,Solar Photovoltaic,NE
2898,5882,existing,27,Solar Photovoltaic,MID_AT
2899,5883,existing,1.6,Onshore Wind Turbine,N_CEN
2901,5886,existing,11.5,Onshore Wind Turbine,CEN
2902,5887,existing,3,Solar Photovoltaic,NE
2903,5888,existing,1.5,Solar Photovoltaic,MID_AT
2904,5889,existing,9.6,Solar Photovoltaic,SE
2906,5893,existing,10.9,Solar Photovoltaic,CA
2908,5895,existing,90,Onshore Wind Turbine,CA
2909,5896,existing,138,Onshore Wind Turbine,CA
2911,5898,existing,10,Solar Photovoltaic,N_CEN
2914,5901,existing,52.5,Solar Photovoltaic,CA
2915,5902,existing,43.5,Solar Photovoltaic,CA
2916,5903,existing,48,Solar Photovoltaic,CA
2917,5904,existing,55.5,Solar Photovoltaic,CA
2918,5905,existing,60,Solar Photovoltaic,CA
2919,5906,existing,19.5,Solar Photovoltaic,CA
2920,5907,existing,64.5,Solar Photovoltaic,CA
2921,5908,existing,15,Solar Photovoltaic,CA
2922,5909,existing,33,Solar Photovoltaic,CA
2923,5910,existing,58.5,Solar Photovoltaic,CA
2924,5911,existing,54,Solar Photovoltaic,CA
2925,5912,existing,54,Solar Photovoltaic,CA
2926,5913,existing,39,Solar Photovoltaic,CA
2927,5914,existing,2.4,Solar Photovoltaic,NE
2928,5915,existing,1.8,Solar Photovoltaic,MID_AT
2929,5916,existing,1.9,Solar Photovoltaic,NE
2931,5918,existing,14,Solar Photovoltaic,SW
2936,5923,existing,2.1,Solar Photovoltaic,MID_AT
2942,5934,existing,1.5,Solar Photovoltaic,CA
2943,5940,existing,20,Solar Photovoltaic,CA
2944,5941,existing,20,Solar Photovoltaic,CA
2945,5942,existing,135.4,Onshore Wind Turbine,TX
2946,5943,existing,2.5,Solar Photovoltaic,CA
2947,5944,existing,1,Solar Photovoltaic,CA
2948,5945,existing,20.2,Solar Photovoltaic,CA
2956,5954,existing,79.6,Onshore Wind Turbine,CEN
2957,5955,existing,3.5,Solar Photovoltaic,NE
2958,5956,existing,3,Solar Photovoltaic,MID_AT
2959,5957,existing,2.2,Solar Photovoltaic,MID_AT
2960,5958,existing,2.3,Solar Photovoltaic,MID_AT
2961,5959,existing,4.1,Solar Photovoltaic,MID_AT
2962,5960,existing,4.2,Solar Photovoltaic,MID_AT
2963,5961,existing,5.2,Solar Photovoltaic,MID_AT
2964,5962,existing,1.5,Solar Photovoltaic,CA
2965,5963,existing,1.5,Solar Photovoltaic,CA
2967,5965,existing,120,Onshore Wind Turbine,N_CEN
2968,5966,existing,5,Solar Photovoltaic,SE
2969,5967,existing,5,Solar Photovoltaic,SE
2970,5968,existing,5,Solar Photovoltaic,SE
2971,5969,existing,5,Solar Photovoltaic,SE
2972,5970,existing,5,Solar Photovoltaic,SE
2973,5971,existing,5,Solar Photovoltaic,SE
2974,5972,existing,5,Solar Photovoltaic,SE
2975,5973,existing,5,Solar Photovoltaic,SE
2976,5974,existing,5,Solar Photovoltaic,SE
2977,5975,existing,5,Solar Photovoltaic,SE
2978,5976,existing,5,Solar Photovoltaic,SE
2979,5977,existing,5,Solar Photovoltaic,SE
2980,5978,existing,5,Solar Photovoltaic,SE
2981,5979,existing,5,Solar Photovoltaic,SE
2982,5980,existing,5,Solar Photovoltaic,SE
2983,5981,existing,5,Solar Photovoltaic,SE
2984,5982,existing,5,Solar Photovoltaic,SE
2985,5983,existing,5,Solar Photovoltaic,SE
2986,5984,existing,5,Solar Photovoltaic,SE
2987,5987,existing,2.8,Solar Photovoltaic,MID_AT
2999,5999,existing,98.9,Onshore Wind Turbine,NW
3000,6000,existing,5,Solar Photovoltaic,SE
3001,6001,existing,206.5,Onshore Wind Turbine,CEN
3002,6002,existing,150,Onshore Wind Turbine,TX
3004,6004,existing,10.6,Solar Photovoltaic,SW
3008,6008,existing,1,Solar Photovoltaic,SE
3009,6009,existing,5,Solar Photovoltaic,SE
3010,6010,existing,5,Solar Photovoltaic,SE
3011,6011,existing,5,Solar Photovoltaic,SE
3012,6012,existing,4,Solar Photovoltaic,SE
3013,6013,existing,5,Solar Photovoltaic,SE
3014,6014,existing,4,Solar Photovoltaic,SE
3015,6015,existing,5,Solar Photovoltaic,SE
3017,6017,existing,1.5,Solar Photovoltaic,CA
3018,6018,existing,1,Solar Photovoltaic,CA
3019,6019,existing,1,Solar Photovoltaic,CA
3020,6020,existing,1,Solar Photovoltaic,CA
3021,6021,existing,1.5,Solar Photovoltaic,CA
3022,6022,existing,1.5,Solar Photovoltaic,CA
3023,6023,existing,1.5,Solar Photovoltaic,CA
3024,6024,existing,0.5,Solar Photovoltaic,CA
3025,6025,existing,1.5,Solar Photovoltaic,CA
3026,6026,existing,1.5,Solar Photovoltaic,CA
3027,6027,existing,1,Solar Photovoltaic,CA
3028,6028,existing,1,Solar Photovoltaic,CA
3029,6029,existing,1,Solar Photovoltaic,SE
